_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,class
{'$oid': '5a132768741a2384e847b8fb'},A3PMSRCL80KSA1,0000031852,Dee,"[0, 0]",Tutus are cute but a little thin. Can't complain for the price though. Still a good buy. My daughter will enjoy these in dance class.,4.0,Not bad,1388275200,"12 29, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b8f9'},A29NXYXESRFZEI,0000032050,Carol I Fasbender,"[1, 1]",I wanted something different to set us aside all the Runners/Walkers in our Cancer Pub Fundrasier.  It was the perfect choice.  We had women of all different shapes and sizes and this one worked out perfect!  It was fun because there while walking around you would look up and say hey there's some of our peeps!!  I ordered 21 but should have ordered a lot of extra because so many wanted them!!!  We shall use the ones we got for next year and order more for others!!  Thanks for being so quick to deliver and being a perfect fit!!Enjoy the Journey!Carol,5.0,Was a perfect fit for our Pub/Walk,1398124800,"04 22, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b8ff'},A16LOQBQ22UPHL,0000032050,MysticFire,"[0, 0]","This worked great for my Ninja Turtle costume this past Halloween.  I was worried it wouldn't fit (I'm a 6/8) but the elastic is perfect and it looked wonderful!  Because of the type of light and flowy tulle it doesn't wrinkle, which is an added bonus!",5.0,Perfect!,1384905600,"11 20, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b8fd'},A1489AS2M43ZWR,0000032050,kritter,"[0, 0]",We were looking for costumes for a specific event. These tutus were perfect. Good quality! Great color! Just as described!,5.0,Love these!,1393804800,"03 3, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b8fe'},AF6P9QP6O03QE,0000032050,mellody n stroy,"[1, 1]",It worked out perfectly for what I needed it for. It fit me just fine and wasn't too small for me!,5.0,Perfect fit,1383782400,"11 7, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b8fc'},A2KR7WBO1PKHN6,0000032050,happy in CT!,"[1, 1]","I work at a children's museum and got this for my own &#34;friendly witch&#34; costume. It was cute, but the shiny fabric around the waist totally unravelled after three wearings.",3.0,Barely survived three wearings,1390867200,"01 28, 2014",Sports_and_Outdoors,0.0
{'$oid': '5a132768741a2384e847b901'},A26A7Q6R1GMCFP,0000032069,"K. W. ""Eragon Fan""","[0, 0]","My daughter wanted to change her wardrobe and one big item she really begged for was a tutu. The look had to be just exactly what she wanted. You can imagine the search. Finding the right look, online, with just a picture and some customer reviews to go on was daunting but I took a chance on this one. It is perfection. It looks just like the picture if not even better. The length was just what she wanted (covers the bum but not too long.) The various colors make it go with so many outfits. It fluffs out very nicely but is not too poofy. It is just a very nice product.",5.0,Just gorgeous,1395187200,"03 19, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b903'},A2QWHC6G91IDJA,0188477284,"L. Mehyar ""Loulou""","[0, 0]","I bought 2 of these bottles for my nephews to take to school, however, i didnt like their performance. There is an air circulation thin hole on the top of the cap that causes leakage of the liquid inside the bottle when it is laying flat. The cubicles where the kids keep their lunch boxes are flat, this means the liquid will keep leaking endlessly. by the end of the day, the lunch box is wet and sticky, and the kids didnt have their juice/water. The metal body of the bottle is a little thin, it can be bumped easily if not handled very carefully. Unfortunately, These are not proper bottles for kids ages 3-5.",2.0,Things i didnt like,1388275200,"12 29, 2013",Sports_and_Outdoors,0.0
{'$oid': '5a132768741a2384e847b902'},A1ZC6T6VPBKWXD,0000032069,Michelle M,"[0, 0]","Need a costume? Always wanted to wear a tutu? This is the one to buy. If you are tall, I'm 5'11&#34; this is perfect. It is longer than a traditional tutu so it covers the important bits. And who doesn't love an animal print. Too much fun!",5.0,Awesome,1402704000,"06 14, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b909'},A189C6EM6YKMCM,0607968699,Dee Ann Ratliff Smith,"[0, 0]",It could be made of better material.  I think it will do for what we need it for.  I would probably look harder for a map next time.,3.0,Workable,1378339200,"09 5, 2013",Sports_and_Outdoors,0.0
{'$oid': '5a132768741a2384e847b904'},AIJE40D4V05C4,0531904822,"Kevin J. Riley ""plano rocket""","[0, 0]",Well worth the $$$ & quick delivery.,5.0,Cool. Solid,1404172800,"07 1, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b905'},A3SFMFQQHFD5IC,059445039X,"SoCal Mom.... ""Winter Transplant""","[0, 0]","This was a gift for my granddaughter.  The bag is beautiful quality, but its been a challenge to rid it of a very strong odor of tobacco and not-sure-what-else.  Tried everything, Febreeze, newspapers, etc. but it still is not odor-free.  However, I appreciate the fact that I did find her the bag, which she loves.  Sellers really need to pay attention to whether the product offered is odor-free of; if not, mention it in the ad.",3.0,MIXED EMOTIONS,1379635200,"09 20, 2013",Sports_and_Outdoors,0.0
{'$oid': '5a132768741a2384e847b906'},A2TC4ACBCZ52J9,060791548X,Midwestern Boy,"[3, 3]","Warning:  This map does not include the Laramie Peak District, i.e. that whole chunk of the Medicine Bow National Forest that is south of Douglas and north of Garrett.",4.0,Not the Whole Forest,1328054400,"02 1, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b907'},A2Y3IA7WJ1EGK3,060791548X,Segamlat,"[0, 0]","The map has no compass rose, North or declination indication--are the longitudinal lines Grid, True or Magnetic North? I know that a UTM map uses Grid North but I'm just guessing without the rose. I can't trust this map in the field. No one should trust this map. You are much better off with a free map from a gas station.",1.0,Guess which way is North,1377043200,"08 21, 2013",Sports_and_Outdoors,0.0
{'$oid': '5a132768741a2384e847b908'},ANX56FYNHRJDX,060791548X,Stef,"[2, 2]",A great map made to be used.  I love that the map is compact and waterproof.  It makes it easy to take with you and you don't have to worry about keeping it dry.  It shows the forest service roads and 4wd roads.  It also has major trailheads.,4.0,great map for 4WD paths and forest service roads,1310688000,"07 15, 2011",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b90b'},A1M5IGRPFIBC9T,0615302939,David J. Wurzer,"[0, 0]","Journey to Excellence by Henry Brunton with Michael Grange is a roadmap for an elite junior golfer. The book highlights the challenges of becoming a PGA Touring Professional. It includes a realistic overview of the junior golfer's journey. The basic core topics of fitness, swing/putt, playing, mental and life skills helps the junior golfer understand the skills necessary to become a PGA Touring Professional.Henry is a Canadian PGA Master Professional and Royal Canadian Golf Association's National Coach. He is ""walking the walk"" as he takes juniors from the Sampling Years through the PGA Touring Professional ranks. Henry is a true professional. I recommend this book to all focused and goal oriented junior golfers and their parents/guardians.David Wurzer, Ph.D.PGA Master ProfessionalTPI Certified Golf Instructor GP 3 & Junior Coach 2",5.0,Real World of Junior Golf,1253404800,"09 20, 2009",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b90a'},A3CG09G5XPITSH,0615302939,Barbara A. Baltera,"[0, 0]","I am the parent of a 13 yr old junior golfer & ""Journey to Excellence"" is a must read for all golf parents !  If your child's goal is to play golf at a Div.1 school or to become the next Tiger or Annika, this book is a reality check on what it takes to get there.Growing up, I never even held a golf club so you can imagine how difficult it was trying to figure out what clubs to buy or how to find a teaching pro willing to teach a very young golfer.  So much information came from other parents & frankly many are misinformed.  I am so happy to have finally found this honest, step-by-step guide to help aspiring juniors reach their fullest potential.  All I can say is.. read Henry's book ! !",5.0,A must read for all golf parents!,1253232000,"09 18, 2009",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b90c'},AECHWI5DE95QG,0615302939,Kyle Paquette,"[3, 3]","Journey to Excellence is brilliant guide for all of those involved in the development of junior golfers. From coaches to parents, to the athletes themselves, JTE is a must read for anyone who is serious about embracing their potential, whether it be in golf or life. Henry Brunton's wealth of knowledge and experience are wonderully layed out in a clear and enjoyable read. JTE is a truly encompassing guide that touches on all factors required for optimal development (e.g., proper coaching/equipment, physical/mental training, nutrition). As Brunton points out, ""there are many routes to excellence...golf can be your path to excellence or a conduit that leads you places you never thought possible"" (p. 15). As a golf coach and performance consultant, I could not agree more! This book has immediately become an integral part of my work with all junior development players. In summary, this book does a great job highlighting the notion that ""there are no failures in life, only lessons"" (p. 128)... a statement we should all live by. Thanks Henry for this wonderful gift!",5.0,A must read for anyone who is serious about embracing their potential!,1260144000,"12 7, 2009",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b90d'},A1ZE5F28ONW8OP,0615302939,Lorin Anderson,"[0, 0]","Twenty-five years ago when I was competing in junior golf tournaments all over the Midwest and struggling to improve I would have given anything for this book. I've worked in the golf publishing business for nearly 20 years and have never seen a step-by-step guide that explains how the best junior golfers continue to improve and reach their full potential until Journey to Excellence. It took someone of Henry Brunton's credentials to finally pull all the key information into one resource. Brunton is the Head Coach for the Canadian National Men's Team, he is the only Canadian ever named one of GOLF Magazine's Top 100 Teachers, he is the creator of the teaching curriculum used by the Canadian PGA and near Toronto he runs one of the finest regional junior programs in the world for competitive juniors. A program that has been emulated by instructors all over North America.Journey to Excellence details the intricacies of every major issue that a young competitive golfer will face while trying to become the best they can be. From equipment issues, to finding the right coach, to managing emotions to understanding how to earn a college scholarship, it's all right here in a breezy read filled with anecdotes from the game's best players who have already reached their full potential in the game.Brunton saw the need for providing honest, accurate information to the next generation of competitive golfers and spent two years working on this manuscript. It was a labor of love and it shows in the final work. I've been fortunate to know Henry for nearly 15 years and he is a major force who will lead junior golf in a positive direction for years to come. If you (or your child) enjoy competitive golf, this will be the best small investment you'll ever make on your golfing career.",5.0,A Well-researched Road Map for Competitive Junior Golfers,1252195200,"09 6, 2009",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b90e'},A2SHNU3TZB7DFI,0615302939,Nancy Kapitanoff,"[0, 0]","While doing research on junior golf programs, I came across Henry Brunton's book, ""Journey to Excellence: The Young Golfer's Complete Guide to Achievement and Personal Growth."" Brunton, a member of the Canadian PGA since 1984, is a CPGA Master Professional, Canada's National Coach since 1999, a U.S. Kids Golf Top 50 Kids Teacher and a member of the Titleist Performance Institute's Junior Advisory Board. He knows a lot about golf in general and in particular what life is like for young people with aspirations to become collegiate golfers and touring pros.For those young golfers who have fallen in love with game, who dream of being the next Tiger or Annika (and for the parents and coaches who will help them achieve their goals), ""Journey to Excellence"" is a delightfully supportive but also down-to-earth, realistic guide to becoming the best golfers they can be. Sorry kids, you don't get to skip your homework because you need to practice.""In reality, if you let your homework pile up, not only will your school work suffer, but your golf will too, as the stress of poor grades will likely leak into your golf game. Instead, it's much wiser to take the steps necessary to balance the demands of golf and the other realities of your life so that both spheres benefit,"" Brunton writes.But Brunton is clear that the journey begins with the fun of playing golf. ""For some reason, some people--a lot of people-- have fun trying to move that white ball. There are a lot of things about it that make it fun: the company is almost always good--no one is introduced to golf by people they don't like..."" Brunton writes on Page 1. By Page 3, fun and a passion for the game meet up with the hard work and diligence that is needed if a young golfer is to have any chance of becoming one of the 5,500 golfers playing at the NCAA Division 1 level, not to mention join the less than 500 men and women currently playing on the PGA and LPGA tours combined.There are no instructional sections here, no swing tip sequences nor references to any mechanical devices that can straighten a hook or slice. There is a chapter on how to get clubs that fit properly. How to find a coach, maximizing practice sessions to fit a young golfer's age, needs and personality; principles for self management including mental and physical training and nutrition needs; and developing a plan to win are all topics covered in this handbook. The final chapter delves into the pertinent facts about college golf.As I read the book, I paused many times to consider how Brunton's advice applies to my own desires to take my golf game to a higher level. Though specifically designed to meet the needs of young golfers, ""Journey to Excellence's"" comprehensive and wise perspective could benefit golfers of any age.",5.0,Just What Aspiring Tigers and Annikas Need To Know,1253404800,"09 20, 2009",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b90f'},A2TW9DGUMYHH7,0615302939,Paul G. Schempp,"[1, 1]","A masterpiece.  When I finally put down Journey to Excellence, that was my thought and my feeling--a masterpiece.  Serving as a consultant to both Golf Digest and GOLF Magazine, and numerous national golf federations around the world, I've read my share of golf books--and then some.  But I've never read a golf book like Journey to Excellence.  It is, without question, a unique, fresh and powerful contribution to the golf literature.  The accomplished author, Coach Henry Brunton, uses an engaging, interactive writing style to place in these pages the wisdom of his experience, the collective wisdom of successful players and coaches, and extensive research.  The result is a highly useable guide from start to finish on how to be a successful golfer.  While the target audience is junior golfers, this volume is serviceable reading for golfers at any level, and should be required reading for parents of aspiring golfers.  Moving beyond the traditional topics of swing technique and mental game tips, Brunton offers sound research on one's chance at reaching the top rung on golf's food chain (chap. 2), excellent suggestions on `perfect practice' (chp. 5), and preparation strategies to maximize competitive performance (chp. 8).  Journey to Excellence needs to be in the library of every serious golfer, and is must reading for every parent and player in junior golf.  Thank you Henry Brunton!",5.0,A Masterpiece!,1253232000,"09 18, 2009",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b911'},A37CTVN84V4XIG,0000032050,"mike dog ""mike dog""","[1, 1]","No problems at all.  Made well, shipping fast.  Cute and fairly well made for being inexpensive.  We used it as a costume",5.0,as expected,1397520000,"04 15, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b912'},A2ZSIEFL388S6D,0615302939,Threeputt,"[0, 0]",After browsing thru it and reading some chapters I'd say good book! Almost a must read for those who want to improve,5.0,Very good book,1389744000,"01 15, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b913'},AM6ZMLRK8QAO6,0615302939,TJ Yeaton,"[0, 0]","Henry is the world leading expert on developing junior golfers. Journey to Excellence is a must read for any coach, parent or junior involved in competitive golf. A great source of information for everything involved in college and competitive golf. One of my favorite books!",5.0,A must read for ANY junior looking to play college golf,1280534400,"07 31, 2010",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b910'},A3UIMROYU7844N,0615302939,press,"[0, 0]","Claude Dupuis (North Carolina)Journey to Excellence is a real masterpiece created by Henry Brunton with the assistance of Michael Grange.I found the book to be a must read not only for any aspiring golfer who wants to make it to the top level but also for anyone who plays the game.The book is really informative with the chances of making the grade from college level up to the top PGA Tour.The stories that from past to present about golf legends  keeps the reader entertained.The interviews with different highly qualified experts shows the dedication Henry put into making it a ""tell it like it is"" facts about making it to the top.Topics such as time management,proper diet,equipment,financial as well as many others are all covered in great detail to give the aspiring young golfer the perfect receipe for success.The message is very clear: Success is where planning and opportunity meets.I have known Henry since his first Golf assignment as ""backshop kid"" at the ""View"" in Ottawa. I have witnessed Henry's Journey to Excellence and his accomplishmentsso far, are nothing short of amazing.Henry's ""Tiger like mentality"" is what can I do to improve and the best has yet to come.Congratulation Henry! Keep up the great work.",5.0,Journey to Excellence is excellent !,1257033600,"11 1, 2009",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b914'},AAZRSTBOMMCQ1,0615329020,Beverly Janik,"[0, 0]","I had this book once before, lost it on the golf course. No one claimed to find it, so I had to buy another one.  I love this book.  The club to ball distance is accurate for my golf ability.  I enjoy reviewing the types of swings getting the distance and more.  Now if accomplish what this book states, I would be a fantastic golfer.  Enjoy!",5.0,Golf book,1377907200,"08 31, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b916'},A21CB2ZFJDIC91,0615329020,John White,"[0, 0]",This is the fourth purchase for me of this booklet.  It is an excellent training aid covering basic to advanced golf shots.  I have played for nearly 30 years and I use this booklet before each round to refresh my thinking with my swing as well as course management.  I recommend this booklet to anyone who would like to improve their golf game.,5.0,EXCELLENT TRAINING AID!!,1403654400,"06 25, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b917'},A1GEXYHDWI2BFM,0615329020,M. KENNEDY,"[0, 0]","Have used this over the years, but it was time for a new one.Received in a very timely fashion. Very pleased.",5.0,"great item, sent one to our niece and her husband, too.",1355184000,"12 11, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b915'},A12050CRFY6PA4,0615329020,JasonT,"[3, 3]","My wife gave me the Golf Genie pocket guide earlier this year when I started getting ready for the golf season.  I'm about a 15 handicap and though I'm pretty good, I always want to get better.  My problem is that I forget how to set up for certain shots and never have the time to go see a pro or review golf books.  This product has really helped my game. It is very well done.  What I like about it is that it has great visuals and advice for all the key shots and a great review section that helps me remember all the critical stuff I need to do to prepare for the golf season.  But its best use is out on the course. There were several times over the summer when I needed a quick tip like hitting out of a fairway bunker and upslope lies, etc. and I quickly referenced the guide and knew exactly what to do.  It definitely helped shave some strokes off my game and gave me a sense of confidence.I since gave away my Golf Genie to a friend of mine who needed some serious help and just bought another one on Amazon for next year's golf season. I'll probably get a few more for stocking stuffers.Bottom line, this is the coolest little idea and is good for all levels of golfers...highly recommended.",5.0,Perfect golf tips for on the course,1292198400,"12 13, 2010",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b919'},A3HVF3XN8W0OE5,0615375790,Fred DuBose,"[0, 0]","This is the best scorebook I've ever used. It's compact yet comprehensive. It's also much easier to write on because it's thicker, and the page design seems a lot more logical.",5.0,Just right,1296691200,"02 3, 2011",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b91a'},ABO697QP4NC9P,0615375790,leigh,"[0, 0]","I am thrilled with my discovery of The Serious Observer's Baseball Scorebook! Finally an intituitive record keeping book that I can instruct the youngest of children with ease the joy of baseball stats. This comprehensive guide, I hope, will also teach them about, and enhance, their own game.",5.0,it's about time for this book!,1297036800,"02 7, 2011",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b91b'},AN0YV83ZD1OY,0615329020,Rooster,"[0, 0]",The only thing better would be a personal coach. I went from shooting in the 100's to the 80's. Thanks.,4.0,"Must have, especially for the beginner!",1380672000,"10 2, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b91d'},A1WVA7V02PQOY6,0615532209,Dad of Divas,"[0, 0]","This is a great guide for any parent looking to work on getting their child outside. It is filled with great ideas and resources at engaging children in outdoor activities. What was great was that the book is set up for usability. You can easily take notes or jot down your experiences with the different things within the book itself. I also found that the book is set to be able to give you ideas that can work at almost any time of year. Thus, whether it is summer or winter there are a ton of activities that can easily engage you and your child in fun outdoor activities!This is the type of book that will provide hours and hours of fun for you and your child, and I for one am having a blast trying all of the things out with my own daughters and believe that you will too!*I received a copy for review - all opinions are my own*",5.0,A Great Book!,1382745600,"10 26, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b91c'},A32WP8MGRNKX0V,0641649975,Dreamer,"[0, 0]","I never touched a gambling poker chip in a casino, so can't compare it to anything.  But they were good quality chips when i was learning chip tricks.",5.0,got these to learn chip tricks,1287705600,"10 22, 2010",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b920'},AL2NZ93SK4SMS,0641869169,"Dan Johnstone ""Outdoor Geek""","[0, 0]",These cups are the greatest no leaks keeps coffee hot great,5.0,Five Stars,1404086400,"06 30, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b91f'},A3ENR2LLNM0R1I,0736060332,john fleming,"[0, 0]",A great dvd on bodybuilding showing you how to gain more mass and make your muscles grow by changing your workouts and shocking the muscles.,5.0,Muscle building,1397520000,"04 15, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b921'},ALVO51HPY14QX,0743273575,8921,"[0, 0]","A good short read that has some great information on the simple basics. If you're a newbie golfer, it had some good info on setup, grip, and posture. I'm sure there are better books, but its written by one of the best.",5.0,Good Short Read.... Helpful Indeed,1353542400,"11 22, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b922'},A207ZTX3YRSGSM,0743273575,Another Amazon Buyer,"[0, 0]",They say this is the book every golfer should have and I agree. I pul lit out every spring now,5.0,Great golf book.,1373846400,"07 15, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b923'},A2Q1HFUVROME3W,0743273575,"A. Russell ""Drew""","[0, 0]",Hogan's book emphasizes how important the basics of golf are. A great foundation and practice makes all the difference between a high handicap vs a low handicap. My father read Hogan's books to learn how to play golf and was a 3 handicap up until he turned 50.I would advise anyone starting out to read this book and learn the basics if they want to be a good golfer.,5.0,Great book to learn basics of golf.,1397088000,"04 10, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b924'},A2CXVERYM2BTT8,0743273575,anson olds,"[0, 1]","I bought this book as a recommendation from my brother in-law who has been golfing for years. The book is very detailed and in depth, and for someone who likes to know the very innermost and essential workings of the golf swing, like I do, this book is a must have. Even if you're breaking 90, I still recommend this book.",5.0,Extremely Helpful!,1368576000,"05 15, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b925'},A95CYMC1KMZLG,0743273575,D. Roth,"[0, 0]","No matter who writes a golf instruction book and no matter what era that golfer represents the lessons are still about the grip, the stance, the follow through and concentration. However, Ben Hogan has made these tips more understandable for the average golfer (90-100 score). If you wish to improve your game I suggest you read Ben's book and if it doesn't help then read it again!",5.0,Golf Tips From The Best,1390003200,"01 18, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b926'},A2G4M0W5MMBKCJ,0743273575,Chris Cooper,"[1, 1]",Finally a golf book that is simple and works. Not only is Ben Hogan consider the greatest ball striker ever he also had a great knowledge of the swing and could communicate his knowledge in an understandable manor. This book is an instructional classic that is as relative today as when it was written.,5.0,A golf book that makes sense,1287014400,"10 14, 2010",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b927'},A29ON5W12OSHL0,0743273575,Edith V. Fox,"[0, 0]","We bought this book for our son-in-law for his birthday on Dec 27.  As you know, this is an old book but the foundation of a good golf swing shown  never grow old.  My husband also bought one just to have as a review as he bought it for the first time years ago.",5.0,Young or old,1355875200,"12 19, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b928'},A2RRYW0NF9YUN5,0743273575,Fish,"[0, 0]",Great reading and to the point. I hope my golf game will get better after getting some pointers from this book.,5.0,Ben Hogan's Five lessons,1352073600,"11 5, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b929'},A3T8NHZ7FW2I7J,0743273575,Fuller Ridgebreck,"[0, 0]","Hogan was one of the greats and while I had heard these tips before, I enjoyed reading them right from the source.",5.0,classic swing instructions,1369699200,"05 28, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b92a'},A6KYDNP84GGGJ,0743273575,GolferMark,"[0, 0]",This book is what I used to learn how to swing a club. I shoot in the low 80's. Its so good I've given them as gifts to others.,5.0,The golf swing Bible,1367625600,"05 4, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847b92d'},A1EWCDPM3PWXIE,0743273575,Jesse405,"[0, 0]","This is THE  golf book! Great! If you are a student of the game, you have to have a copy of this in your Golf library!",5.0,Hogan,1369267200,"05 23, 2013",Sports_and_Outdoors,1.0
