_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,class
{'$oid': '5a13282b741a2384e879a638'},A30U0XP1N4P22Z,0439651859,Page Surfer,"[1, 1]","I love these notes because of the documentation aspect.  I keep one copy, while the parents receive the other.  I have often photocopies my copy to mark it second notice.",5.0,Great for Documentation,1338940800,"06 6, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a637'},A2HPAJUKS7QQZM,0425066169,Benjamin Stiefel,"[0, 0]","I have loved this game since I was really young.  I used to play with my family and I'm glad I can play it now as an adult with new people.  The game mechanics are simple - you go to a location based on the card you draw, acquire wealth and avoid the bad guys (and other players!).  The first player to acquire enough wealth wins... couldn't be simpler, couldn't be more fun!The copy I bought was kindly packaged with extra bags (essential!) and was well cared for.  Someone else clearly recognized its value, and I'm happy to continue to.",5.0,Super fun game from childhood,1349913600,"10 11, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a639'},A10DW4UGJM196Q,0439512050,Debby Holda,"[0, 0]",This Puppet is wonderful for use in a Classroom or Library when reading any Mike Thaler books to your students. It is also a nice Gift for Children. It is made well.The Glasses are cute!,5.0,A Wonderful Teaching Aid,1197158400,"12 9, 2007",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a63a'},A2RMI27PZ41AEB,0439652472,Amazon Customer,"[0, 0]","Wish it had more flags depicted - the picture shows exactly what you get, no more, no less.  Not what I was looking for.",3.0,It's ok,1389830400,"01 16, 2014",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a63c'},AKSRRH038UEAX,0439710324,"William L. Brown ""Bill""","[0, 0]","The only reason I listed durability as just OK is because I bought it for my Terrier.  She loved it, but few cloth toys can withstand the determination of a Westie :)",4.0,This is a great toy!,1328054400,"02 1, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a640'},A6LDQF16SFXIH,0439855896,,"[0, 0]",I had one of these when I was first starting out in magic. Loved it! It's an easy trick that just about anyone with a brain can do,5.0,Loved it! It's an easy trick that just about ...,1405382400,"07 15, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a63f'},A2GMR735A8OIX7,0439843073,"Monica Sharpton ""Auntie Mo""","[0, 2]","There's not much to say.  I ordered it as a gift for my nephew's 3rd birthday.  I'm not sure what I expected, but when I saw it, the dog looked a little more geared toward girls than boys.  I honestly have know idea how it's going to teach him how to count, but we shall see.",1.0,Countdown Letdown,1259798400,"12 3, 2009",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a63e'},A1XB3SJ3CAQP5F,0439838649,J. Hughes,"[0, 0]",My daughter has had a hard time learning  and these have really helped so much. She can recognize some of her letters now.  There's even picture magnets,5.0,Love Montessori Learning,1365552000,"04 10, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a642'},A3E469XRTYO1HG,0439855896,Amazing Magic Jack,"[0, 0]",A small appearing wand that is easy to operate and does what it is supposed to do. Most magicians can use this wand sometime in their many performances.,4.0,A fun appearing wand,1357344000,"01 5, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a63d'},AFWGHF6XGKJ26,0439838649,JuJuBee,"[0, 0]","These letters exceeded our expectations!  They are large, sturdy, and stick VERY well to any surface we have tried!  I love that the consonants are one color and vowels are a different color!  The magnetic pictures are also sturdy and are excellent tools to use.  My five year old can find all the beginning letters to each picture and can use the letters to spell other simple words on his magnetic board. We use this set weekly in our kindergarten home school time and for free play too!",5.0,Exceeded our Expectations!,1387152000,"12 16, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a643'},A2R6DR8WU5BMUW,0439855896,Amazon Customer,"[2, 2]",very fun magic trick but belive me buy multiple because very un durable made of paper i also do suggest throwing it up because itexploded in my hand and it was ugly real ugly basicly it hit my head cheap,4.0,pretty good buy multiple,1308182400,"06 16, 2011",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a644'},A20B5LQTWGVUHD,0439855896,Amy,"[3, 5]",My five year old son wanted a magic wand for Christmas. This &#34;wand&#34; is a rolled up piece of paper. I almost threw it away because I didn't see it in the box with my other items. Very disappointing!,1.0,Seriously?,1387929600,"12 25, 2013",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a645'},A27DKVJ11SRCYN,0439855896,Andrew,"[1, 2]","It's a cheap magic trick. Don't expect too much.This item is a strip of mylar/foil that wants to roll up along its long axis. It is rolled up the other way and secured with a rubber band. Secured this way, it is about an inch long and 1/4 in across; small enough to palm easily. When you remove the band, the strip unrolls quickly and re-rolls itself into a tube.It's good for a cheap laugh; it looks just remotely enough like a wand when it is unrolled to go along with, say, a children's magic show. If you need a real wand for a trick, though, this isn't it.EDIT:The price on this has risen since I reviewed it! It was a dollar when I bought it, and just barely worth the price - by no stretch of the imagination is it worth $5!DO NOT BUY THIS WHILE THE PRICE IS SO HIGH! It is just a strip of mylar - it cannot cost the company more than 2 cents each. Do not buy at this price. I would drop this down to two stars if I could.",3.0,You get _less than_ what you pay for.,1294790400,"01 12, 2011",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a648'},A1O2YMUW3SZC8P,0439855896,Ben,"[1, 2]",It worked.  However it was just a piece of foil in essence.  I did not read the description carefully enough before I gave as a gift.  It was relatively lack luster.,1.0,Ok,1394236800,"03 8, 2014",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a649'},A3PU4ZG8ZS1VMS,0439855896,Angela,"[0, 0]",I didn't realize that this was just a piece of aluminum...too flimsy for a child to get much use out of.,3.0,Not As Expected,1358812800,"01 22, 2013",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a64a'},A2D8Y4TOD4VNW4,0439855896,berry_fly,"[0, 0]","Not enough description was given as to how the magic wand worked (Must keep secret)However, after finding out how it worked, i would not have paid the amount i did on this product.It did get a few laughs, but product needs to be well taken cared for, fragile.",4.0,Magical wand,1322179200,"11 25, 2011",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a64b'},A2DQZ19DE5CM14,0439855896,Billy Banjo,"[7, 11]",Great when it is new but looses its memory quickly if not stored properly.  A hard thing for kids to manage.,1.0,Magic Wand,1294963200,"01 14, 2011",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a64c'},A3A6Y55YAVB4X4,0439855896,Bob Snyder,"[0, 0]",Used it as part of a safety presentation for kindergarten children. Very simple design but end result is realistic to children.,5.0,Very simple but impressive to little children,1389484800,"01 12, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a64e'},A26QQ56IOUOUJQ,0439855896,"Calvn Hobbes ""calvnhobbes""","[1, 1]","This is a wonderfully cute trick. Of course these don't last forever, so buy a couple at this price. But I wonder- can you chose a color? Ours was plum purple, not black like the photo. Next time I will specifically request a black wand.",4.0,Cute trick for a good price,1290124800,"11 19, 2010",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a650'},A2NYUQM7MKANW0,0439855896,"Creyu Suda ""Creyu Suda""","[1, 1]","It is a rolled up piece of paper, and yes it is way overpriced for the materials.  It's a &#34;trick&#34; trick wand.Giving this to a four year old cousin.  It's actually a pretty cute and works perfectly.  It also looks like a legit wand when opened, retains it's shape, and could be used for another trick.Hope the review explained it enough to not have to read all the five star reviews...and then all the one star reviews...",5.0,"All the one star reviews are true; the wand itself is the real ""trick""",1393372800,"02 26, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a64f'},AUJKCCB2HDZ82,0439855896,BurghGuy,"[0, 0]","This product does exactly what it claims it does, however the picture is misleading.  The product works beautifully; simple, somewhat durable (for the price), and a child could operate it with no problems. But there was one surprise.  The effect is deathly simple, you just reach out into the air and ""Viola"" a magic wand appears.  Makes for a great opener.  I recieved this product in the mail, took it out of the box, performed the trick (in front of a few coworkers) and sure enough, as promised, an 18"" magic wand appeared.  An 18"" PURPLE magic wand appeared.  Needless to say the trick was a surprise to the magician also.Now, there are worse things than a purple wand.  It's eye-catching, it's flashy, it's regal.  But if you're expecting a stock black wand, this isn't it.No complaints about the overall product beyond color though.  Performs exactly as promised.",4.0,Fun product with a surprise!,1320451200,"11 5, 2011",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a652'},A50F2OBZSPVSY,0439855896,Dave B.,"[6, 8]","I had lots of fun with this, it took me five minutes to learn. It was fun, when I showed people, they were amazed, some said it gets smaller, so I let them try making it small and they couldn't. I recommend this for kids.",5.0,Love it,1302825600,"04 15, 2011",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a651'},A19YXR1MIQC4DX,0439855896,Dan,"[1, 3]","This is a roll of foil. If you give it a shake, it is supposed to open up into a magic wand. It is incredibly flimsy construction. I purchased this to accompany my son's Wizard Halloween costume and it is just not going to cut it. I see other reviewers rave about it but caveat emptor. Not a magic moment for me.",1.0,Piece of foil,1381276800,"10 9, 2013",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a653'},A1ZBVOKXQ46DRH,0439855896,Deanne M Uhteg,"[0, 0]","A lot of people spend A LOT MORE for a cup of coffee.  Granted, this &#34;magic&#34; wand LOST it's magic, after about 10 uses (it doesn't spring/pop into a wand much anymore), but for the money spent, it was worth it.  My 5 year old impressed his family and friends, and felt &#34;magical!&#34;Yes, I would like it to be longer lasting, but you get what you pay for folks.",5.0,"GREAT for about 10 uses, but it was only $2, so not that horrible",1389139200,"01 8, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a656'},AMSPMQQ7TY419,0439855896,fadi,"[0, 0]",My son needed to practice a lot catching this wand. Will need to get comfortable with how it pops open. It is very light weight and it kind of floats in air.,4.0,Great trick,1377129600,"08 22, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a655'},A3LC7S1LAOTCFA,0439855896,eric,"[0, 0]",I bought it for my sons talent show. It worked just as advertised. It isn't very sturdy and very quickly wears out as its a coil of thin flat metal I think. Its good for a show or two but no more.,4.0,worked great.,1372032000,"06 24, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a657'},A1C61V1GJ2MI3O,0439855896,"D Leena ""Leena""","[0, 0]","My almost 5 year old kid loves doing this Magic trick. He cannot roll back the wand and needs my help with that. But other than that, I would recommend this for any young magician.",5.0,My kid loves it,1368576000,"05 15, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a658'},A2BG35W36BHC1P,0439855896,"Gary Daniel ""Gary Daniel""","[0, 0]","cheap, fun, and easy to do. Great for a 6 year old. Difficult for beginner to roll up. Bougth two. Would do it again.",4.0,magic wand,1356739200,"12 29, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a659'},A3PQK2C3YHELKQ,0439855896,Got your fanta?,"[2, 5]","I wish I hadn't bought 3 of these; I really regret it because like the negative reviews say, it only works once and then quickly loses its memory. I had to return 2 of them and just suck up the cost of shipping because they would be a reminder of how foolish I was to buy this thing. Please don't buy it unless you want a cheap $4 toy that you play with once. The first time is pretty cool; after that, you really hate yourself for buying it.",1.0,SUCKS,1305504000,"05 16, 2011",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a65b'},A1KNH6JA6UQ3KX,0439855896,"Jacqueline Nenchin ""bibliophile""","[0, 1]","It was a flimsy piece of foil really. To use it for my costume I had to decorate it and fill it with fairy dust, so it worked but wasn't what I thought.",3.0,Magic Wand,1372636800,"07 1, 2013",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a65c'},AF55WNLZO9G97,0439855896,jeff,"[6, 8]",This one is so good.You'r better off ordering twothe price is right.You'll use it that much,5.0,"Excellent, You must get this one.",1281657600,"08 13, 2010",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a65a'},A1FHIBN7Y0E9YF,0439855896,Heather H.,"[0, 0]","These little wands are so cool!  My daughter got the biggest grin on her face when she tried it for the first time and loves doing this trick for anyone who comes over.  They are a little difficult to re roll at first, I have to do it for her, but once you get the hang of it it's not so bad.  I got 2 based on other reviews, and they are a little different, one is silver and black like the picture and the other is black and gold with a cool pattern, it's a bit longer than the other as well, but we liked the variety.  It's a good idea to have more than one if you want to do the trick more than once during a &#34;show,&#34; as you can't repeat the trick until you've re-rolled it. I don't see why they shouldn't last a long time as long as you aren't too rough with them.  They are a great price and I think any kid who's into magic needs a few of these.",5.0,Clever!,1390521600,"01 24, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a65f'},A37JSGUOS2FE28,0439855896,John O'Donnell,"[0, 0]","It's good. Not amazingly high quality, but it is so inexpensive ! I would definitely recommend it. Buy it !",4.0,Pretty Good,1376524800,"08 15, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a660'},A21VVPON9BEQ8E,0439855896,Magic man,"[0, 0]","Hey there I saw this and when I checked out I should have gotten this for free but did not. Here is why it should have been free, Spend $10-Trick IS FREE! Must add to cart, I did spend more that $10",5.0,Miss paid,1329523200,"02 18, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a65d'},AQAIPDWD8JLND,0439855896,J. Ball,"[9, 10]","My nephews love magic, so I always get something new for us to play with before I visit them.  When I received these magic wands, they seemed so cheap and cheesy that I thought they'd bomb.  But my nephews loved them!  They never seemed to get tired of doing the same trick, and since they are Harry Potter fans, they taught me a lot of words for various kinds of spells.At any rate, the magically appearing wands were extremely inexpensive and provided fun for the boys.  The wands' low quality materials are in line with the low price. They're definitely not for serious adult magicians, but I was quite pleased with the fun they provided for only a couple of dollars.",5.0,Nephews loved it,1306368000,"05 26, 2011",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a661'},ARYSR23N0O1EV,0439855896,mel guido,"[1, 1]","This is a foil paper wand that appears magically after you have rolled it into a very small roll and throw it in the are.  My daughter loves the trick, but the picture is certainly misleading.  It does look pretty nice when new but, as being paper, it looks marked and a little damaged by now.  I bought it for my daughter's ballet recital where she will appear as a magician, but I will probably will need to buy another one for the show as this one is already quite damaged.",3.0,"Foil paper wand, it is okay but not for long use",1367884800,"05 7, 2013",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a662'},AXNPM6DT6S9ZX,0439855896,Michael Vaughan,"[2, 3]",Bought this for my Nephew.  He seems to really enjoy it.  No complaints and it was received ontime.,5.0,Magic Wand,1284422400,"09 14, 2010",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a665'},A4GO7H3C8A1CE,0439855896,musicrobdog,"[3, 5]","cheap material, misleading photo, looks nothing like a typical magic wand, the profit margin on these must be enormous.  don't bother.",1.0,Misleading and low quality,1385942400,"12 2, 2013",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a664'},A26I5R02K4BDFO,0439855896,M. Pierce,"[0, 0]","Ok- so this wand has gotten several bad reviews but I have to say, WE LOVE IT!!! I bought this for my 6 year old son who wants to do a school talent show. The thrill he got when he threw it in the air and it popped open was awesome! It is indeed made of some sort of paper (kind of like a really thick mylar material), but I have to say after rolling it up and tossing it in the air 30 or more times in one night, it still looks great! Also, while it is paper, I do not think it looks like paper at all when being used. You would really have to hold it to know that it wasn't metal or plastic.I give this product 4 stars because I do believe the product description should state what kind of material it is made of. If you just go by the picture it looks to be plastic. So, I can understand the frustration of others if a more solid wand is what they were looking for. Also, it is not that easy to roll at first but once you break it in a bit, it gets much easier. Even my son was able to roll it after some practice.All in all, if used properly, I don't see why this wouldn't last a good long while. It is surprisingly fun and easy to use. I personally think I got a lot of bang for my buck. If you are a serious magician, this is probably not for you. But for a child who is looking for fun, it is, well, magic!!!",4.0,Fabulous wand for a child!!!,1389830400,"01 16, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a667'},A2PR7F4Y92WHRW,0439855896,Phillip G.,"[0, 2]",This product's quality was atrocious! I payed 4$ for a Cheap piece of plastic that Dented If you used it once! This was not expected!,2.0,Im Very Disapointed with this.,1304121600,"04 30, 2011",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a666'},AGJ5VZ9QDM7JK,0439855896,Nils Lorch,"[0, 0]",5 Dollars  the material is 50 cent or less but the idea is great ant the money worththe magic wand will just appear out of the nowhere instandly.your child will be very surpriced when doing this.,4.0,stick is very nice,1397174400,"04 11, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879a668'},A2K1K1BC9QEEXI,0439855896,Rudolf,"[3, 5]","DO NOT BUY THIS PIECE OF S...!A simple piece of paper rolled up, that's all it is. Worth approximately $0.01. The BIGGEST and only magic it does is blowing $6.00 out of your pocket. DO NOT GET SCAMMED!",1.0,BIGGEST SCAM EVER!!!!!,1393200000,"02 24, 2014",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a669'},A1UTA1RYFEKNVE,0439855896,"SG ""Grandparent of boys""","[2, 4]","I thought it would be a wand that opened and closed. Not as it &#34;appears&#34;.  It is a cheap piece of plastic that you have to manually roll back up!  In addition it is tiny with a rubber gasket around it to keep it in place when rolled up.  This would be dangerous if swallowed by the  younger members of the family (under 3).  Not sure it will pay to return it, may cost more than it is worth.  If that's the case, it is going in the garbage!",1.0,Just a total disappointment!,1389052800,"01 7, 2014",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879a66a'},A28XNMLUXDYMGI,0439855896,Shin,"[0, 1]",I honestly did not expect what I received. The actually wand was ripped and destroyed when it undid itself. Very unhappy kids.,1.0,Waste of money,1397692800,"04 17, 2014",Toys_and_Games,0.0
