_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,class
{'$oid': '5a13242d741a2384e88f3c1b'},A1DA3W4GTFXP6O,0528881469,,"[0, 0]",Love it has everything I wanted any problems were quickly resolved,5.0,love it,1405641600,"07 18, 2014",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3c1a'},A29LPQQDG7LD5J,0528881469,Alfred Delgado,"[0, 0]","I have owned two Rand McNally GPS devices over the last two years. Buyer beware! They are pieces of junk. The software is great, but the hardware does not last. The first GPS lasted a year. I spent another $400, that one lasted about 14 months. If you don't mind spending $400 a year for a GPS buy one. Otherwise do not buy it it is the worst and most expensive piece of junk I have ever bought. I still use my original GARMIN I purchased in 2006.",1.0,Piece of Junk,1352073600,"11 5, 2012",Electronics,0.0
{'$oid': '5a13242d741a2384e88f3c1c'},AO94DHGC771SJ,0528881469,amazdnu,"[0, 0]","We got this GPS for my husband who is an (OTR) over the road trucker.  Very Impressed with the shipping time, it arrived a few days earlier than expected...  within a week of use however it started freezing up... could of just been a glitch in that unit.  Worked great when it worked!  Will work great for the normal person as well but does have the ""trucker"" option. (the big truck routes - tells you when a scale is coming up ect...)  Love the bigger screen, the ease of use, the ease of putting addresses into memory.  Nothing really bad to say about the unit with the exception of it freezing which is probably one in a million and that's just my luck.  I contacted the seller and within minutes of my email I received a email back with instructions for an exchange! VERY impressed all the way around!",5.0,Gotta have GPS!,1370131200,"06 2, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3c18'},A1QGNMC6O1VW39,0511189877,CK,"[0, 0]",Dog got the old remote and destroyed it.  Didn't feel like explaining to the folks at the Time Warner Cable office what happened.  Saw the price on Amazon for this one and chose the low hassle option.  It works perfectly.  Price was right.,5.0,Works Great with my TWC box,1397433600,"04 14, 2014",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3c1d'},AMO214LNFCEI4,0528881469,Amazon Customer,"[12, 15]","I'm a professional OTR truck driver, and I bought a TND 700 at a truck stop hoping to make my life easier.  Rand McNally, are you listening?First thing I did after charging it was connect it to my laptop and install the software and then attempt to update it.  The software detected a problem with my update and wanted my home address so I could be sent a patch on an SD card.  Hello?  I don't think I'm all that unusual; my home address is a PO box that a friend checks weekly and that I might get to check every six months or so.  I live in my truck and at truck stops.  If you need to make a patch available on an SD card then you should send the SD cards to the truck stops where the devices are sold.  I ran the update program multiple times until the program said that the TND 700 was completely updated.I programmed in the height (13'6""), the length (53') and the weight (80,000#) of my rig and told it that I preferred highways.  I was parked at a truck stop in the Cincinnati OH area.  My next pickup was about 15 miles down the same freeway but on the other side of it a couple of blocks.  My cell phone GPS (Sprint) said to get on the freeway to get to my pickup.  The TND 700 routed me thru 23 miles of residential streets before finally getting me to my pickup.  Very exciting, especially since every time I refused to turn down a street posted ""No Trucks"" the TND 700 took almost 5 minutes to figure a re-route, and it happened multiple times on that short trip.I decided to give it another chance.  After my pickup on the north side of Cincinnati just off of I-75 I needed to head to Phoenix AZ via I-71.  Easy route is to just hop on I-75 and drive west and south to the intersection of I-71.  Indeed, that is what my cell phone advised.  The TND 700, however, wanted to route me over surface streets across the city and pick up I-75 on the other side of the city.  I turned it off and the next time I passed a truck stop of the same chain I purchased it at I returned it and got my money back.I then spent $30 on a cheap printer.  Now I take a minute to set up my route on Google and print it out.  Hasn't gotten me lost yet over several cross country trips.",1.0,Very Disappointed,1290643200,"11 25, 2010",Electronics,0.0
{'$oid': '5a13242d741a2384e88f3c1e'},A28B1G1MSJ6OO1,0528881469,A. O Sandness,"[21, 22]","This is a great truck GPS. I've tried others and nothing seems to come close to the Rand McNally TND-700.Excellent screen size and resolution. The audio is loud enough to be heard over road noise and the purr of my Kenworth/Cat engine. I've used it for the last 8,000 miles or so and it has only glitched once. Just restarted it and it picked up on my route right where it should have. The exit lane screen has been spot on every time and gives me plenty of time to get my rig into the appropriate lane safely. I also love the multi-stop route planning and use it a lot. Updated regularly, it has shown me all the construction zones and has a feature to allow me to detour around them. Creating Groups and storing locations in them is a breeze so I can separate warehouse from store locations, etc.I'm running an HP Pavilion laptop with Windows 7 OS for the dock and update. The USB port DOES charge the GPS, at least with my laptop, despite the warning in a previous review. Even if it didn't, the supplied 12-volt and AC chargers take care of getting the battery up to speed.My complaints are relatively minor:Battery life when it is unplugged isn't great. However, since I use it plugged in in the cab 95% of the time, it doesn't create too much of a problem.The announcement of state borders coming up is nice but it doesn't tell you (or show you on the map display) what state you are in and/or going into. Again, a minor issue because I know where I am but all my other GPS units had this feature. For $500 smackers, I don't expect this kind of slip-up.There is a Micro SD slot on the unit and I bought a card for it. Unfortunately, the manual has absolutely no information on using it. The only reference is on the page showing the physical features of the unit, showing the position of the slot. Annoying.Clean up the minor issues and this unit rates a solid 5.Rand McNally 528881469 7-inch Intelliroute TND 700 Truck GPS",4.0,Great Unit!,1280016000,"07 25, 2010",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3c1f'},A3N7T0DY83Y4IG,0528881469,C. A. Freeman,"[43, 45]","Well, what can I say.  I've had this unit in my truck for about four days now.  Prior to that I had a Garmin 755T non-truck GPS.  One of my favorite features in that unit was the ability to plan a route by determining mileage using the stop or via feature.  What I would do is using a map I would route myself several different ways forcing the unit by putting in stops or vias at different locations along the route, otherwise, like most GPS 's, it determines what it thinks is the best route.  I could add up to 10 Via's or stop points for each route and then based on mileage and other factors determine which is the best route to take.  Multiple stops and the ability to route was the most important reason for having the Garmin.  However it was not truck specific.  And considering I am now hauling strictly hazmat I wanted something that would take that into consideration.  After perusing various forums, review sites, and word-of-mouth my choices boiled down to the Garmin 465T or the RAND McNally Intelliroute TND 700.  Even though it was quite a bit more than the Garmin I chose the TND 700 for several reasons.  The main one being the extra screen size, and its ability to coordinate with the RAND McNally truck atlas and also its ease of updating.Now on to my first impression of the TND 700.  It seems to be an aesthetically pleasing and durably built unit.  The first thing I noticed was it's very slow to boot compared to my old Garmin.  Whether this is unique to the TND 700 or is common amongst all truck specific gps units I cannot tell, but it's really not that big of a deal.  The second thing I noticed was the overwhelming wealth of information put forth.  That might explain why the manual (available via the TND dock) is well over 100 pages long.....  There is somewhat of a learning curve with this unit.  The next thing I noticed was the complexity of entering routes.  As previously mentioned I like to force it into my preferred routing by the use of stops or vias.  That was a big no go with this unit.  While you can enter multiple stops or vias it is nowhere near as user-friendly as my old Garmin.  Furthermore there is no way you can determine total mileage on the route that you have chosen, as I could with the Garmin.  Totally flummoxed by what appeared to be an omission of one of the best routing tools a trucker could have I went online and verified through an expert source connected with RAND McNally that no, that feature was a couple updates down the line and was not available at this point.  Unbelievable.  Also forcing the unit to follow a specific route can be very challenging.  For a unit of this price, and feature laden, I find this totally unacceptable.  I am still mulling over selling this unit  and buying the Garmin 465T.  I really do like this GPS, the screen is magnificent, and the volume is awesome.Another thing I've noticed, which I do not think is unique to this unit, is some of the weird routing that it does.  I've never owned a truck specific GPS before but after playing with this one for a couple of days I get the impression that what RAND MacNally (and the others that use Navteq) has done is take a plain old car specific Navteq map and a road atlas with truck restrictions and made notifications on the map.  In most databases there is not a 100% thorough listing of every road in the country.  What I mean is that this unit will route you down roads you don't belong on.  Today while coming home it tried routing me on several  9 ton County roads.  What that means is that a truck is limited to 73280 unless the road is posted at 10 tons.  County roads do not have that restriction listed in the RAND McNally road atlas, so I believe that is why it is not listed.....  Also unacceptable in a unit of this price and sold as truck specific.  However I'd be willing to bet the other truck specific units are the same way as no one has ever done a truck specific version of NavTeq.Another bone I have to pick is the POI's. Not only the truck specific ones but the others all seem to be somewhat outdated.  I think the Garmin, at least the ones that I have used, are more current.  It would also be nice if I could add my own POI'sTo sum it up I will keep this unit a little longer to see if I can make it workable.  If not I will go back to Garmin.  I like the concept and I like the unit but at this point I'll have to say I am somewhat unimpressed.pros:Large screenterrific imagesoutstanding volumecons:inability to determine route mileage by multiple stops and viasa somewhat outdated POI information.Non-truck specific routings.Cost.",3.0,1st impression,1283990400,"09 9, 2010",Electronics,0.0
{'$oid': '5a13242d741a2384e88f3c22'},A265MKAR2WEH3Y,0528881469,doublebunk,"[1, 1]","This unit is a fantastic aide for truckers. Many great features that make it useful. Accuracy does not always seem to be current. At times it takes you many miles out of the way to get to where you are going. Also the graphics are very jerky. They could be a lot smoother. Very informative, but could be a lot smoother. Also, it does not zoom in like it should when exiting or turning.",4.0,Trucker GPS as a trucker uses it,1294790400,"01 12, 2011",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3c21'},A2CPBQ5W4OGBX,0528881469,"Dclownfish03 ""Dclownfish03""","[23, 32]","My brother is a trucker and pre-ordered this.  He was out on the road when it arrived, so he asked me to charge it, update it, and play with it.  FUN!  I am not a trucker, but from what I hear from my brother, the tools on this device are awesome.  It looks like it would be very helpful for him.  The thing is huge, a 7"" screen!  Overall, this seems to be a great tool.My problem with it is that it cannot update.  I have a brand new computer running Windows 7 64 bit.  It's a Dell Studio XPS 8100 (i5 processor).  After reading on forums and contacting Rand McNally, I have learned that Windows 7 does not send enough power to the USB ports to allow the TND 700 to go into ""connected"" mode when it's plugged in to a computer.  Supposedly this is a problem that occurs mostly with laptops and some Dell systems (""Dell Latitude or Inspiron PC (it may occur on other models as well)"").  Rand McNally send a very helpful email with some solutions to the problem, though it sounds like they are still unsure of all fixes or what causes the problem.  I am disappointed that a brand new device does not work with a brand new operating system, though that seems to be the nature of all things now-a-days.  I am hoping that it will update on my brother's XP laptop. we'll see when he gets back home.",2.0,New GPS doesn't work with new Windows 7,1277078400,"06 21, 2010",Electronics,0.0
{'$oid': '5a13242d741a2384e88f3c20'},A1H8PY3QHMQQA0,0528881469,"Dave M. Shaw ""mack dave""","[9, 10]","Not going to write a long review, even thought this unit deserves one. I've driven well over 1-mil miles and done most of my own routing so I pretty know whats the fastest and shortest. Have been using a basic garmin for the past three years and with ANY Gps unit they'll ALL get you in trouble if you let them. I was really excited about this unit, due to the size and the features. Allot of great grafics and on screen info thats usefull. But the most basic item that it was lacking was the gps tracking. I gave this unit allot of leadway on its mistakes due to the fact that it had allot of cool stuff that it did, but its ability to track you and route you was not even close to what the basic garmin could due. Its like the prossesor that they installed in the TND 700 was 10 years old. Example if I needed to make a simple route change I.E. in town down to the next street due to the fact that I couldn't make the turn or the street was blocked off, it would take the TND 700 upwards of 45 seconds to a minute and a half to reroute me. Here I'm sitting at a stop light waiting for directions and waiting that long with cars on my backside didn't make me happy. This is a problem that happened evertime you had to reroute, weather it was a simple street change or a major highway change. Also from the time you turned the unit on it would take twice as long to boot itself up. At least a dozen times with in a week it put me on the wrong roads and when I made a wrong turn it got it self lost....I.E. take left on xyz street, and it was some ones drive way. Or turn left in 800 yards and the turn was less than 10 feet away. You might think in a conjested city situation I might get a little mixed up, but this is out in the country. Twice it put me under 12'6"" bridges when I'm 13'6"". Of course I made sure all my truck setting where they were supposed to be. I also updated the OS version,via Rand McNally. All in all I expected alot out of this unit and got a unit that should of been field tested with some people that drive allot. It just had to many route mistakes. Going back to the basic garmin. This isn't just my complaints, I have three friends that bought the same unit and have the same complaints. All of us returned the units.",2.0,"Great grafics, POOR GPS",1290556800,"11 24, 2010",Electronics,0.0
{'$oid': '5a13242d741a2384e88f3c26'},AMLFNXUIEMN4T,0528881469,infidel359,"[2, 2]",I was real psyched when i got it and all the features are what i was looking for in a truck gps. Well that all went away real quick.1.The log feature and milage is inaccurate.2.The speed limits are way off all throughout the country.3.The screen is hard to read on sunny days.4 The  suction cup mount is clunky and comes loose constantly.5.It sent me over ebbers pass while trucking to Lake Tahoe last week.  (14% grade for 15 miles) I won't do that again.6. The power switch has recessed into the unit and will not turn back on.7.Called tech support about returning the unit and the guy barely spoke english.8.I expected better from rand mc'nally.,1.0,Don't buy the hype on this one.,1307836800,"06 12, 2011",Electronics,0.0
{'$oid': '5a13242d741a2384e88f3c24'},A2AW1SSVUIYV9Y,0528881469,ED,"[1, 2]",I purchased this product not to use in commerical trucking but rather to use when I am traveling with my 5th wheel RV.  So far this product as been very good.  Rand McNally folks seem to be working to continue to improve the software along with prompt updates.  Although designed for the trucking industry it works great for us RV folks as well.  I found for a 2500 HD pickup the unit is a little large for the windshield.  I use the unit with a mount that fits in my cup holder and that has worked out great.  I would recommend this product.,4.0,TND 700 Truck GPS,1289001600,"11 6, 2010",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3c27'},A3IQGFB959IR4P,0528881469,Keith DC,"[1, 1]","Thought the unit was going to be a good unit, but was I wrong very wrong. The unit has a bad probleum with the 12 volty pulg in. They replaced the unit once in 6 months and the second unit last about 8 months before it started giving me trouble, but would they stand behind it NO NO NO. They said it had been over a year since I had bought the first unit so it was not covered.  The person I talked with at the Tec centered knew very well what I was talking about. If I made something that cost as much and made claims of how great a unit it was I would stand behind it and if I knew of probleums with the 12 plug in I would come up with a fix.  So take your chances if you buy one from Rand McNally hope it last for you but I have my doughts. Have a friend this last week his started have the same probleum so I told him he had better send it in.",1.0,BAD BAD BAD TND-700,1327363200,"01 24, 2012",Electronics,0.0
{'$oid': '5a13242d741a2384e88f3c23'},A37K02NKUIT68K,0528881469,dpr1961,"[12, 12]","I did a lot of comparison shopping and decided to buy the Rand McNally 7"" GPS.  Has better graphics than Cobra 7"".  It does have lane assist which is important when in large metro areas and need to be in correct lane for exits, etc Atlanta, GA.  I have read some of the negative comments written earlier and I do not have those problems.  Sure, sometimes it does not give the fastest or the simplest route but it has never sent me down a non truck route like all the prior gps i have had in the past.  I am a car carrier so I set truck size at 13' 8"" and it has kept me from going down roads with 13'6"" bridges.  The only negative comment I have is that it constantly changes map views from city to county to state way to often.  Other than this, I love the fact that:  1) it shows mileage to destination, arrival time (which you can change to time left),  2) shows the city, county and state you are current located (how often we truck drivers pull over at a rest area or truck stop and wonder what city we are located).  3) large 7"" color screen for easy viewing and screen changes automatically for night time driving  4) list truck poi and non truck poi (wish Rand McNally had a feature that would let us send them an update for poi, maybe when we get at a Loves that use to be a Pilot, just tap on the screen and edit info, then when I connect gps to computer for weekly update the map will get updated.  5) able to update construction info by linking gps to computer and get updates given to Rand McNally by the states.  Unfortunately like usual  the states are mostly behind on updates given to Rand McNally.  This is where we the consumer should have the ability to tap screen and make corrections and send it to Rand McNally.  Many times I have gone into areas that it said ""Construction Ahead"" and no construction is being done because it has been completed.  6)  speed limits of highways and Interstates and shows your current speed just below it (also shows truck speed limits in red) Still the states have to report these limits to Rand McNally and as usual they are slow on reporting.  But still most of the time 95% it is correct.  7)  great truckers tools like driving hours left.  It automatically changes to driving when truck has moved for more than 1 mile and changes to off duty if it is idle for 15 minutes.  It lets you know when you have 1 hour left to drive and that driving time has expired. You reset every day manually.  Also have total hours worked for day and hours left to work for the week. You will have to manually override this sometimes because it doesn't distinguish off duty and on duty hours well, you have to manually tell it you are on duty.  I just manually configure at the end of the day.  The important one is driving hours and end of the week hours.  8)  service reminders for your perimeters you set, such as 8000 and 16000 services.  You reset manually when completed.  9)  able to set many multiple stops set and ability to add more stops in route  10) loud enough to hear spoken text to speech street names over engine noise (and believe me my truck is loud)  11) ability to save your own poi (I do it all the time)  12) it tells you when you are 3 miles from approaching a weight station (you can configure it up to 5 miles)  13) it tells you when you are 1 mile from state border and tells you when you cross border and what state you are in.  14) it tells you all mileage you driven that day and mileage by state and mileage by day.  saves info for 1 year.  Overall, this is definitely a truckers friend and I absolutely love this GPS.  A definite must buy.",5.0,Excellent buy,1293235200,"12 25, 2010",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3c25'},A2AEHUKOV014BP,0528881469,ERICL67,"[5, 7]","EXCELLENT. BEST TRUCK GPS I'VE USED. GOOD GRAPHICS. GREAT VOLUME, OVERCOMES TRUCK BACKGROUND NOISE. EXCELLENT CATALOG OF DESTINATIONS. CAR MODE. NITE MODE MAKES IT EASY ON THE EYES. 99.5% ACCURATE. DIRECT ROUTE TO DESTINATION. DRIVER PTS. OF INTEREST: SCALES, TRUCK STOPS, REST AREAS, BORDERS, WEIGH STATIONS, SCALES, ETC. EASY TO PROGRAM. CONTINUAL FREE UPDATES VIA YOUR COMPUTER. OTHER DRIVER FRIENDLY OPTIONS. COMES FROM THE PEOPLE WHO'VE BEEN GETTING DRIVERS TO THEIR DESTINATION FOR DECADES.",5.0,TRUCK GPS,1284249600,"09 12, 2010",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3c28'},AYTBGUX49LF3W,0528881469,Laura McClinnis,"[0, 0]",Was fast and what was expected. Great condition. Only issue is the lifetime maps...cannot access them or purchase the pack.,4.0,Good Seller!,1398470400,"04 26, 2014",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3c2b'},A1NG5X8VYZWX0Q,0528881469,lonestar trucker,"[15, 16]","DONT WAIST YOUR MONEY ON THIS PRODUCT MY CELL PHONE GIVES ME BETTER DIRECTIONS AND FASTER ROUTES TO MY DESTINATION EVEN THOUGH ITS MAINLY A CAR ROUTE. RAND MCNALLY TND 700 HAS GOTTEN ME IN SEVERAL TIGHT SPOTS INCLUDING NON TRUCK ROUTES THAT I HAD TO BACK UP MY TRACTOR TRAILER IN THE MIDDLE OF DOWNTOWN CHARLOTTE.THIS PRODUCT ALSO CANNOT READ MAPS CORRECTLY. IT HAS TOLD ME TO MAKE U TURNS AND GO SOUTH FOR 3 MILES TO CATCH A BY PASS ROUTE TO GET ON I 95  WHEN ALL I HAD TO DO WAS CONTINUE STRAIGHT FOR ABOUT 800 FEET AND MAKE A LEFT TO THE I95 ON RAMP.THE LIST GOES ON AND ON. AND IHAVE TRIED TO CONTACT AMAZON SO THAT I CAN RETURN THIS PRODUCT AS IT REALLY SUCKS. NOW ITS FEATURES LIKE MILEAGE TRACKING BY STATE AND DAY TRAVELED ITS GREAT, BUT WHAT GOOD ARE ITS FEATURES WHEN YOU CANT GET TO YOUR DESTINATION ON TIME OR GET LOST BY THE SAME INSTRUMENT THAT IS SUPPOSED TO ELIMINATE JUST THAT.",1.0,RAND MCNALLY TND700 SUCKS,1286582400,"10 9, 2010",Electronics,0.0
{'$oid': '5a13242d741a2384e88f3c2c'},A1E4WG8HRWWK4R,0528881469,Mary,"[0, 1]","We had the GPS for quite a while with a minimal amount of problems.  The plug in port bent but Rand McNally replaced it.  We puchased the new TND720 and gave the TND700 to our driver.  Well, our ex driver - he was technologically challenged and let the until hang off the dash on a trip from KY to TX. When I told him to secure it to the dash, he threw it in the storage department above the dash, thus the ex employee,I highly recommend the Rand McNally.  Rand McNally provides an excellent product and excellent support.",5.0,Loved it.....,1390867200,"01 28, 2014",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3c2a'},A24QFSUU00IZ05,0528881469,lazybum,"[4, 4]","Twice this item has turned into a useless brickTech support is only 5 days a week during business hours and then you send the unit in for repair, twice in 7 months is not a good signThey tell you it is only a tool and you should preplan the route before trusting its chosen routeMy use of this GPS is to google maps first, pick the best route then use the tnd700 as a guideI do like the features of finding rest stops and scales on route but they are not accurateRecalculating is slow after you miss a turn...They are trying to make it a good product but I feel like they are still in Beta testing of the unit.maybe in in a year or two it will be a decent  productThey also are talking about a new map upgrade that will cost close to $100How about loading it with the right maps before releasing the product?",2.0,returned twice in 7 months,1293580800,"12 29, 2010",Electronics,0.0
{'$oid': '5a13242d741a2384e88f3c2d'},A2AOEW5UGXFOOQ,0528881469,Roscoe Lee Brown,"[1, 2]","Back in the old days we used to use a phone number and a road atlas.Those days are over now.Just type in the address and go.The Intelliroute will get you there with no worries about low underpasses or any other areas those 4-wheeler GPS systems may not be aware of.If you don't have one,what are waiting on?",5.0,Can't be without this...,1294790400,"01 12, 2011",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3c2f'},AR84FMFYCQCWF,0528881469,somewhereinusa,"[3, 3]","I've had this for about 6 months now. This is the worst GPS I've owned out of 4. It very seldom picks the best, or shortest route. It will let you put in multiple stops, but you only get info to the NEXT one. If you don't like a route and put in a VIA, guess what you only get info to the new VIA, how am I supposed to know if the new route is better? Routing is unbelievably slow, I've had it take up to 30 minutes, then get it wrong. Adding things to the notes just puts it into one long line. How about putting a return so I can at least organize a little bit. Very cumbersome to use, it's of little or no use for long range trip planning. I wouldn't recommend this to anybody at any price.",1.0,VERY poor GPS,1296691200,"02 3, 2011",Electronics,0.0
{'$oid': '5a13242d741a2384e88f3c30'},A3C5SMBSKKWNPT,0528881469,Trucking dude,"[5, 8]","This GPS ROCKS!! Dont even bother with other questionable units. The extra features alone make this one of the best GPS purchases you will ever make. There is too much to list, but it is one of my daily driving tools that I couldent live without. Sure it's a little spendy, but the updates are free and lifetime. The timers and logs feature alone saves me a lot of time and keeps me infrmed when my driving day is current and legal.",5.0,Buy this Unit!!,1285113600,"09 22, 2010",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3c31'},A19TBA1WARJS55,0528881469,trucker,"[0, 0]",I bought this product to use primarily for work. I log 3200+ mile a week and thought this would be a good to tool to have. I love the graphics. There were a few times that it routed me thru some residential areas and a couple of times I wondered if a truck was even legal at all. I loved the feature where I could see if there was a truck stop or rest area close by though it does not have them all. My main concern or problem with this device is in the charging port. The unit get to hot at this port. I went thru 3 12vlt chargers and 1 house wall charger. eventually the plug in had got to the point of being brittle and fell apart. I talk to Rand McNally about this they sent me 1 12 volt charger. But I had to pay for the rest and if I wanted them to look at it I would have to pay shipping out of my pocket. I have a problem with that because I paid so much for it to start. I had it about 2 mos. when it started having problems. I had it 10 mos. when it finally became useless and I thrrew it away. I replaced it with the rand Mcnally 510. It's a whole different animal with a whole lot more problems and will be taken back today.,2.0,some what disappointed,1340496000,"06 24, 2012",Electronics,0.0
