_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,class
{'$oid': '5a1325b9741a2384e80424de'},A1TDYA2ZBU11NG,0307394530,Carolyn A,"[1, 1]","A comprehensive guide to modern wedding cake design that is precise, valuable, and beautiful. I purchased this knowing I could use it both for reference and inspiration. This book has all the things you expect from Martha Stewart and Wendy Kromer- detail, originality, and outstanding content. There are glorious photographs that have captions peppered with ideas for the necessary architectural unpinnings of a multi tiered cake. The guides contained in the book are helpful and detailed. The section on partnering with a professional is especially good - as it  brings attention to some of those things the client should think about before meeting about ""the cake"". The creations contained in this book are spectacular and the creators of this book have been most generous with ideas, design guidelines, and recipes. I have already used this as a  guide and reference for two couples going through the process of deciding what to do about ""the cake"". This book would be a tremendous asset on any cake decorators bookshelf - professional or passionate amateur.",5.0,Martha Stewart's Wedding Cakes,1203206400,"02 17, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424df'},A2SMPLW2BFKSHJ,0307394530,C. Blackwell,"[0, 0]","I really like this book but practice will make perfect.  It tells you all the basic terminology and has recipes and ideas galore.  With this book, most enthusiastic bakers could make tasty well put together cakes but some of the decorating tips are so grand, you won't be able to achieve them overnight if you're starting with only a basic skill level.  I'd say this is a good book though for anyone serious about making cakes, the recipes alone make it worth the money and you can always mix and match the decorations to suit your skill level.",4.0,Great bible but be patient,1210550400,"05 12, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424e1'},A109L3WXD1SJFU,0307394530,"Cookbook Gal ""Cookbook Gal""","[18, 20]","I cannot add much to Toni ""the bookworm's review.""  The book is gorgeous -coffee table quality.  It is loaded with full color photographs, including numerous examples of different piping patterns. The decorating style is very Martha Stewart:  classically elegant.  The book does not provide pictures of whimsical cakes - there are other books on the market for that.While I did not buy the book for cake recipes (so I can't judge the quality and flavor of the ones provided), I did buy the book to complement a wedding cake decorating class that I am taking.  If you are a baker who is very interested in cake decorating, or need instruction on how to prepare large, multi-layered cakes, ""Wedding Cakes"" is very helpful.  If you are willing to put the considerable amount of time needed to perfect these techniques, (and believe me, it takes a lot of practice), this book is a wonderful resource.  You will, however, have to be patient; your cakes will not look like Martha's the first dozen times you try!",4.0,A Decorating Resource,1200787200,"01 20, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424e0'},A13YEQYHZ93RB9,0307394530,Cheryl L. Clack,"[0, 0]","Always beautiful, &#34;it's a good thing&#34; Martha.  Pure eye candy inspiration AND so Martha with hints, tips and practical steps.",5.0,"Pure eye candy inspiration AND so Martha with hints, tips and practical steps.",1395878400,"03 27, 2014",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424e3'},A2X7EHMFQ9FLXK,0307394530,C. Struebing,"[1, 1]",Martha Stewart's Wedding Cakes book is exactly what I was searching for. The clear instructions and gorgeous photographs are just perfect. A true cake designer's favorite. This is the first book I will turn to for ideas.And I have over 50 cake books in my library. I couldn't be happier. :o),5.0,Spectacular Book!,1224806400,"10 24, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424e2'},A210NOCSTBT4OD,0076144011,Sheila,"[0, 0]","Have you ever thought about how you met your best friend? Was it normal, or was it wacky - like how Elias met Shohei? Pulling a boa constrictor snake named Mathilda out of your backpack can make a remarkable first impression! This book is about three best friends Elias, Honoria, and Shohei, who are united against ""That Which Is The Peshtigo School"". Their goal is to make it through the annual school science fair, but things don't always go as planned.Elias is part of a family made up of science fanatics who would do anything to win a science fair. Elias isn't exactly what you'd call the ambitious type, especially when it comes to science fairs. So he becomes like Galileo and ""retests"" one of his sibling's past projects. Honoria loves to be ambitious, especially when it comes to being a legal counsel extraordinaire. But when she faces a bigger challenge than beating Goliath Reed or getting a piranha to become vegetarian, she doesn't know if she can make it. Shohei is an all around slacker who tries to mooch off Elias instead of creating something on his own. His adoptive parents are constantly encouraging him to start ""hearing"" his ancestors. His mom has even turned Shohei's room into what looks like a walk-in Japanese museum exhibit!This book is laugh out loud hilarious and the more you read, the more exciting and unexpected it gets. I love the title on this book because it really made me laugh and want to read the book. I also like how people so different from one another can be such close friends. There is not much excitement in the beginning, but it builds up very quickly. So if you like that type of story, then this is the book for you.",4.0,Lovely,1349308800,"10 4, 2012",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424e4'},AU86XQ8V39W80,0307394530,D. Singletary,"[0, 0]","Everyone that dreams of designing beautiful cakes, should have this on their night stand.  I don't know how many nights I have studied it pages before going to bed, what an absolute treasure this book is.  It's like the Holy Grail of cake books. You won't regret it.",5.0,Absolute Treasure,1216944000,"07 25, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424e5'},A1OJX5PFD3H3Z4,0307394530,Emilie,"[0, 0]",I just multiplied the Chocolate Butter Cake recipe by five to get 30 cups and it turned out PERFECT!! I spent too much time in the past throwing away batter or cakes because they tasted terrible but this one was the absolute best cake I have ever tried. The batter tastes like chocolate pudding and the cake itself melts in your mouth. I will definitely be trying all of the other recipes :),5.0,Chocolate Butter Cake,1287792000,"10 23, 2010",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424e8'},AX4T4NZ3LEPYM,0307394530,"GVC ""flowerfreak""","[1, 1]","Beautiful in every way ,well written , superb photography , and fantastic instructions.... make this book a "" must have"".......whether you use this book as a coffee table, or as a reference book, it is definatley ""Top Shelf"".......... I also gave one as a gift...... the receipient was overwhelmed....",5.0,Beautiful...,1202428800,"02 8, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424e7'},A3SCAJKV9ZSM18,0307394530,Eunice,"[0, 0]","I love this book, thank you so much Martha Stewart .... I made the marble cake and it was delicious cant wait to make more of the delicious recipes, yummy",5.0,Thanks,1363824000,"03 21, 2013",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424e9'},A95HWAEXYDLAS,0307394530,H. Cooling,"[0, 0]","I thought this book was quite expensive when I bought it. Now I have it, I would say it was worth every bit I spent.",5.0,wonderful coffee table book,1234051200,"02 8, 2009",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424ed'},A2P2LY99B6T1GQ,0307394530,Jean,"[1, 1]",Saw this book in my local library.  Borrowed it and simply loved it.  Couldn't wait to get my own copy.  Just love all the beautiful pictures in here.  Finally got it from Amazon and it's mine!!  No need to borrow from the library anymore.,5.0,Beautiful informative book,1293062400,"12 23, 2010",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424eb'},A29P9NU4QNFFZL,0307394530,"Hwang Seon Nyeo ""tastea""","[0, 0]",you can see the wedding cake trend and lots of fine designs.Good thing to have this all color nice quality book as a document.,5.0,Good for idea,1242518400,"05 17, 2009",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424ec'},A3SJ5A8WST9KRL,0307394530,J. Cattanach,"[6, 8]",I have bought a lot of cake decorating books but if you are looking for a guide to decorating cakes I thouroughly recommend buying a collette peteres or peggy porschen. Even though this book has a lot of  photo's it provides some information not much and honestly for the price I would prefer to buy a wedding cake magazine. This book was a dissapointment not very helpful or useful really.,2.0,martha stewart's wedding cakes,1218153600,"08 8, 2008",Home_and_Kitchen,0.0
{'$oid': '5a1325b9741a2384e80424ee'},A2HZMBW8029EKR,0307394530,"K. Hardy ""Renaissancewife""","[0, 0]",I LOVE THIS BOOK AND MARTHA STEWART!!. If I could give more than 5 stars I would. I love this book. It has some of the most beautiful cakes and I love the thorough instructions given thruout the book. I would love if their was a sequel because I can't get enough of Martha and these awesome cakes!!,5.0,THE BEST BOOK EVER!!!!,1258243200,"11 15, 2009",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424e6'},AGYRCJM85D2UN,0307394530,E. Salter,"[1, 1]",This is a wonderful reference book for anyone with a wedding on the horizon; or anyone who just needs a beautiful cake. Fabulous pictures and recipes.,5.0,Martha Stewart's Wedding Cakes,1237593600,"03 21, 2009",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424ea'},A3K5KQMEFYC35G,0307394530,"Happy & Retired ""islandtime""","[22, 23]","As a caterer, I found this book to be a good guide for those who create cakes for special occasions. Many of the cakes in this book are ones that have previously been in ""Martha Stewart's Weddings"" magazine, and I have made several of them over the years, but it is nice to have the collection all in one source. For the inexperienced, some of the instructions may seem a bit vague, but that is the martha Stewart way, as mostly she assumes that everyone knows how to do the basics. If you've never done this type of baking/creating before, this book is not for you. I do recommend it for those who do this professionally or as an advanced hobby.",3.0,Great creative guide,1203292800,"02 18, 2008",Home_and_Kitchen,0.0
{'$oid': '5a1325b9741a2384e80424f1'},A4AUZR34UQAHA,0307394530,"M. Velasco ""onceuponacake""","[1, 1]",I gave it four stars because the cakes were ones that were in the magazine at one time or another.  I was hoping to see some new ones.  Great quality book and beautiful pictures!,4.0,Great book!,1217548800,"08 1, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424f0'},A1DY42GJECXNJH,0307394530,M. cyran,"[1, 3]",This is a great book for people doing cake decorating and planning a formal affair.  It has been a great help in planning my daughters wedding cake.,3.0,cake decorators,1203638400,"02 22, 2008",Home_and_Kitchen,0.0
{'$oid': '5a1325b9741a2384e80424f2'},A1PPK1WHQXI0HU,0307394530,Naturelover!,"[1, 2]","I love looking at this book.  It is a great coffee table addition but as an instructive guide, it is too 'light' on information to be effective.  Good for the collector, but don't expect to get too much except for ideas.",3.0,Very pretty - more info needed!,1238889600,"04 5, 2009",Home_and_Kitchen,0.0
{'$oid': '5a1325b9741a2384e80424f4'},AXFF3INBDGV4I,0307394530,Paula Kaberline,"[0, 0]","Book in new condition.  Perfect gift for my daughter, the cake baker!  We have a family wedding cake to do !!!",5.0,Great Buy!!,1389657600,"01 14, 2014",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424f3'},A3LDQM3GCURG92,0307394530,"NuJoi ""Create with me""","[0, 0]","As with anything Martha Stewart, this is a thorough how-to book.  I purchased the book to get more cake decorating ideas, but the book goes far beyond that.There are about 14 cake recipes and more than 15 recipes for frostings and fillings. The suggestions for frosting and filling flavors opened my mind. Pistachio buttercream?? I'm all over it.For decorating ideas, I don't think this book has an equal. There are 111 gerogeous cakes for ideas. There are sections on piping, working with fresh flowers, gum paste, marzipan, chocolateThis is a strong reference book -- 255 pages of solid information.  It is a worthy addition to anyone who bakes and decorates more porfessional cakes.",5.0,Inspirational In So Many Ways,1224979200,"10 26, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424ef'},A1X1556BV3MB40,0307394530,"K. Peters ""twins mom""","[1, 10]",It's a beautiful book. Wish it weren't so pricy though. It is worth it I suppose.,4.0,Martha Money Maker,1202428800,"02 8, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424f6'},A1KFVXANRKY4N,0307394530,R. Thompson,"[0, 2]",My book was delivered in a timely manner.  Condition of the book was excellent.,5.0,Martha Stewart's Wedding Cakes,1220918400,"09 9, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424f5'},A3F8XJP8IKHEOZ,0307394530,R. Reuter,"[3, 3]","I purchased this book because I was interested in learning how to make wedding cakes.  My first, which wasn't even a wedding cake, it was my neice's 3rd birthday cake, came out so beautifully.  I used the recipes for the Vanilla Bean Sponge Cake and the Chocolate Butter Cake...both were PHENOMENAL and I got rave reviews.  I even had three people inquire about me making cakes for them!!!  Although some of the recipes may seem a little tedious, I truly believe that it is the small things that you do that make these cakes wonderful.  They take time (LOTS of time...mine took about 15 hours from start to finish!!!) and cutting corners does not get you the best results.  I have already recommended this book to many people interesetd in learning to bake like myself!  BUY IT!!!  I know its expensive....but it will last you for a VERY long time!!!",5.0,Martha Stewart's Wedding Cakes...Awesome!,1221436800,"09 15, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424f7'},A3SZAQITH1TN2S,0307394530,sally,"[0, 0]",perfect for the future bride or any cake lover. Stunning pictures and a large range of recipes. Very inspiring to look through. Keep it by the bed and look at the large lush pages as you fall asleep and dream of these amazing cakes..,5.0,cake lovers dream,1308441600,"06 19, 2011",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424fa'},A2VRFN4DCHZEZ3,0307394530,T. Blishak,"[0, 0]","This book has awesome cakes, some you will have seen but always a pleasure to look at again. The recipes are good and the techniques first class. Any bride will love and every decorator will be inspired.",4.0,marthas wedding cakes book,1215820800,"07 12, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424f9'},A12WDDPOER44K4,0307394530,Soccer Mom,"[1, 1]","This book is simply beautiful. There are so many photos of gorgeous cakes lending itself to be a wonderful source of ideas. I keep this book stored in a safe spot and enjoy spending time slowly taking in each delightful photo. There are a lot of recipes as well, but I have yet to try any. This book is a must for those who want a keepsake book for ideas and one to treasure for years to come. This is one of my favorites for browsing through pictures.",5.0,Simply Beautiful,1236124800,"03 4, 2009",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424fb'},A3ML9OYHCLAE8N,0307394530,"The Sugary ""Crystal H.""","[0, 0]","This book is everything I have ever hoped for in a wedding cake book.  I have just started my own wedding cake business and this book is solid gold!  I'm a HUGE Martha Stewart fan!! I love her amazing photos in everything she publishes! This book has some awesome recipes and oh, so many ideas for all of those who want to take their cake decorating to the next level, this book is for you!",5.0,wow,1208736000,"04 21, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424fe'},A22YB17RKOMXDE,0307394530,Trudy E. Brassfield,"[0, 0]",Martha Stewart's Wedding CakesThis is an amazing book!  Beautiful photos and some of the cakes have recipies and decorating techniques.  I found the perfect cake for my wedding.  I highly recommend this book.,5.0,wonderful book,1224633600,"10 22, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424fd'},A2WED5HMLXGF06,0307394530,herawati liang,"[0, 0]","very good book, good book you should have it because will give inspire. it is worth it! and price is not bad!",5.0,beautifull,1356048000,"12 21, 2012",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80424ff'},A3R2WD4YOFMSRU,0307394530,Tyra Baginski,"[0, 0]","Definitely superb in precision of recipes, therefore a reliable reference. A lovely and clean presentation. Photograph quality excellent as is always the case with Martha's books. Would rate higher if possible.",5.0,Martha Stewart Reigns!,1352160000,"11 6, 2012",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e8042504'},A129DYT9HJ0W1S,0578060604,"R. McLaughlin ""Stinkyonion""","[0, 0]","Price was less than others producing the same type of demo.  Book is outstanding, DVD is outstanding, patterns are perfect.  Really nice job!!  Even sent the author a question and he answered same day.  All I can say is WOW.",5.0,Wow !  Better than I expected,1393977600,"03 5, 2014",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e8042500'},A3GFBHP59903HP,0307394530,"V. Jones ""pounds6""","[11, 11]","Im an intermediate cake decorator. I bought this book for inspiration and hoping for a few tips here and there. This is a great book. There are lots of really nice pictures, there are quite a few recipes and also quite a few ""how to's"".  If you are a beginner and are looking for a book to learn from, this is probably not the book for you, as it's not very instructional in my opinion. The authors do not show decorating processes from start to finish but assume you have some previous knowledge. I would recommend this book to anyone interested in it. Also the price on Amazon beats the bookstore price . I almost bought it in a big retail bookstore but decided to look here first. I saved more than $20.00",5.0,Intermediate Cake Decorators,1202428800,"02 8, 2008",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e8042502'},A12BQ5HKDRY6H1,0439903491,debbie mailhes,"[0, 0]","this item is a good buy for me for my daughter, it was delivered fast.it a educational item that give a child fun as she learns.",5.0,good item,1360886400,"02 15, 2013",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e8042501'},A3T9HN4VDEX13U,0307394530,Whitney,"[0, 0]","I recieved this book for Christmas.  I found the pictures in this book to be absolutely gorgeous and inspiring.I also made a wedding cake for my brother-in-law's wedding.  I tested out two cake recipes from this book; white butter cake, and yellow cake.  They were both absolutely delicious and not at all too sweet or dry.I also made the Swiss merengue buttercream which also turned out delicious was was a perfect complement to the cakes I made.  Not too sweet, and a nice smooth texture.I will definitely be referring to this book again and again and again when making any cakes.",5.0,"Beautiful, organized, and delicious recipes1",1265587200,"02 8, 2010",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e8042505'},A18DBH3A4D8NDA,0587010584,Brant W. Jones,"[0, 0]","The poster itself measures about 26"" x 34"". If you want your poster to fit inside a 20"" x 30"" frame (like I did), you'll have to trim off the white border to get it down to size.Other than that, good color, nice paper stock, carefully packaged.",4.0,The image is 20x30 but the poster itself is larger.,1337212800,"05 17, 2012",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e8042507'},A3KH70C9V5EDSW,0587217189,Suzi,"[0, 0]",Great customer service and very prompt shipping. A high quality poster at a very good price. Would purchase more posters in the future.,5.0,Perfect,1358899200,"01 23, 2013",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e8042506'},A2EKX87HLHZLIW,0587168978,"ampm247 ""AnnMarie""","[0, 0]","this is  a simple poster and not a print so if yoru buying it to frame and keep as something you really want to focus on looking at for a while, you may want to check into a higher quality of print.",3.0,its a poster,1358294400,"01 16, 2013",Home_and_Kitchen,0.0
{'$oid': '5a1325b9741a2384e804250a'},A1YW4ZXEIEEROG,0594006112,Ned W. Nichols,"[0, 0]",The kids received an Elf On The Shelf for Christmas; and this is the perfect compliment for a mid-year reminder.,5.0,Love it,1371340800,"06 16, 2013",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e8042509'},A3NXOCXORJNJ52,0587234792,Larry Mcnutt,"[0, 0]","Nice piece.  Turn of the century photo of Cape Arago lighthouse being built.  Looks the same as it does today, so if you've been to Coos Bay, you'll recognize it. Good quality canvas.",5.0,Turn of the century Coos Bay,1292112000,"12 12, 2010",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e8042508'},A3HDWFSOHMW0GW,0587218959,Lady from the Mountain,"[0, 0]","I love, love, love this poster. It's adorable and pretty large.  There are several Fashion Frocks posters available, but I liked this one because of the style of the dress and because it's got some pink in the poster.  It's really vintage looking and just really cute.  I bought a white frame mat and a black wooden frame for it, both purchased on Amazon, and it's a really nice piece of art that I didn't pay very much for.",5.0,SO cute.,1372118400,"06 25, 2013",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e804250b'},A1JXX17HZR7754,0594519624,Suburban Mom,"[0, 0]","My little girl loves this blanket. She took it to a sleepover as her &#34;special blanket&#34; and said it was very soft and warm. It's cute, and for the price it was just right.",4.0,Bought for child,1388880000,"01 5, 2014",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e804250c'},A1KF4W3IBDDN0C,061533301X,Amazon Customer,"[0, 1]",I enjoy reading about dive trips and advanced diving. These were great stories that educated me. If you want to read something that will educate you on diving but not bore you with facts and figures try this book.,4.0,Fun Read,1358294400,"01 16, 2013",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e8042503'},A1HI0CH2CS8EJT,0578060604,Mike,"[0, 0]",This is a great deal.  The bundle will help most woodworkers make their dream chairs.  The instruction is detailed enough to build the chair while enjoying the process.,5.0,Great Plan Bundle,1286582400,"10 9, 2010",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e804250d'},AIIH6T9TA13O7,061533301X,Arlene Rudy,"[3, 4]","I thoroughly enjoyed reading this book; it is well written and hard to put down.The book is a compilation of short stories, vignettes and even limericks sure to capture the imagination of divers and non-divers alike. The reader benefits from the writers access to over 35 years of contributions from the diving community all over the world.This is a great ""arm chair traveler"" book for anyone on your gift list, but first sit down and treat yourself to this wonderful and delightful book of scuba diving tales. I very much look forward to the next book..............!",5.0,True and exciting underwater diving tales.....,1291334400,"12 3, 2010",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e804250f'},A2QAFS5FYWY5B6,061533301X,Carla Pollard,"[2, 3]","I couldn't disagree more with the first reviewer.  I sometimes wonder why people think it's necessary to make such unkind and disparaging remarks.I know nothing about diving, nor have I ever participated; and I never subscribed to the magazine.  So I found the compilation of articles positively mesmerizing; this book was a real page-turner for me.  It's easy to read; the quality of writing is top-notch.  To have so many enthralling stories in one place is a jewel.  Captivating, funny, sad, scary, riveting and informative.  I am in full support of, and will be looking forward to, the second book.",5.0,Fascinating collection of stories/articles,1282348800,"08 21, 2010",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e8042510'},A1SEQSKV6RSUFZ,061533301X,Old Diver,"[1, 4]","I was most disappointed in this highly touted (by Ben Davison, et al), supposedly humorous anecdotal collection of diving experiences.  Instead, it was a rehash of articles written in the clinical, unfunny style of the originals.  I did not need another primer on the hazards of getting bent, or the psychology of why we dive.  The articles, by and large, were written in quite a humorless, clinical style, reminiscent of the DAN publication ""Alert Diver"", which I expect to be clinical and fraught with medical terminology (although the latest iteration of this publication is a significant improvement).  I've gone over ""Cockroach"" several times looking for the wild humor and crazy anecdotes hyped for it, but could find none.  Shame on Ben D., et al!",2.0,Rehash of Undercurrent Articles,1282089600,"08 18, 2010",Home_and_Kitchen,0.0
{'$oid': '5a1325b9741a2384e80425d1'},A3AO72YEJ1FE23,0615391206,"Allison ""Alli""","[0, 0]","I've only tried on recipe but these pops take some time, exact measurements and lots of love. Mine didn't freeze right away, even though I left the base in the freezer for 24 hrs. I poured the mix and had to put back in freezer for a little bit. Be prepared to use exact measurements and don't sub out ingredients.",5.0,great book with beautiful pictures!,1401926400,"06 5, 2014",Home_and_Kitchen,1.0
{'$oid': '5a1325b9741a2384e80425d2'},A1IYLZ10Q7ZWDD,0615391206,Andrea Hale,"[0, 0]","I got this for my 10 year old who loves making healthy pops. We had to modify recipes a bit as we do not eat dairy, but its still a great book with many ideas and choices.",4.0,Good creative book,1394496000,"03 11, 2014",Home_and_Kitchen,1.0
