_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,class
{'$oid': '5a1321d5741a2384e802c582'},A2MJ7T6QECHSM2,0989890945,salvador heredia,"[0, 0]",It was exquisite and now I walk about the world with my memephone like a boss who can and will accept any challenge,5.0,Bauss,1372118400,"06 25, 2013",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c580'},A34MIUS1EJQXR4,0641554214,Stephano,"[0, 0]","I had my blackberryt in my pocket and my trousers were on the floor I stepped on it and broke the outside glass (plastic) I fretted about it and found the repalcement would be a new blackberry, I checked amazon and found a repalcement skin in the color of my choice GreatGoing Amazon",4.0,solved for X for a reasonable price,1377388800,"08 25, 2013",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c581'},A307GU5C3I3DSG,0641554214,W. Jacobi,"[1, 1]",Seller does not have a video on their site with instructions for replacing the cover.  I did find some useful videos on [...] though.  My original housing was gray.  The scratches on the red housing are much more noticeable.  Item was easy to install & seller provided tools necessary to remove internal screws.,5.0,Worked as expected,1278288000,"07 5, 2010",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c583'},AR5J4PE7PFD4X,103824174X,anthony sandoval,"[0, 0]","It definitely met my expectations, I am very satisfied with the product. I'm now able to charge my phone a lot quicker.",5.0,2a quick charger.,1389484800,"01 12, 2014",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c585'},A11UCOPXMQ6CSI,1049830512,RDunn,"[0, 0]",This is a very pretty bracelet. Very sweet and very feminine. Perfect for any occasion. I just adore this piece of jewelry. Thanks Amazon!!:),5.0,Beautiful bracelet,1372204800,"06 26, 2013",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c584'},A5NY4MG3HAYGK,103984068X,katerina,"[0, 0]","It is a great handset, all my friends loved it. it works fine, this is the one I would recommend.",5.0,great handset,1357689600,"01 9, 2013",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c587'},A1SW4H047XA7QQ,1059130386,"Robert M. Stapp ""thetinner""","[0, 0]",Often I need to have to revamp my GPS. This little gem does the job for me where ever I go. Couldn't be without it.,5.0,Super charger.,1398816000,"04 30, 2014",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c589'},A4J6QAT0KFDJD,1059274930,Aaron Johns,"[0, 0]",Works great i watch netflix from cellphone to tv while im on breaks out here over the road truck driving,5.0,&#128512;,1399075200,"05 3, 2014",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c58a'},A3BDXNE8OAI9WO,1059274930,labrat,"[0, 0]",I bought this to play movies on my tv from my phone.  It was very easy to set up and works great!  It also allows me to charge my phone at the same time (although it is a slow charge).,5.0,works great!,1400716800,"05 22, 2014",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c588'},A3CO1GA5VGYXLX,1059236222,James Cardwell,"[2, 2]",this is a charger for a phone it has a micro usb plug not the Sony Vaio plug for the tap 11,1.0,not what it was suppose to be,1399593600,"05 9, 2014",Cell_Phones_and_Accessories,0.0
{'$oid': '5a1321d5741a2384e802c586'},A3PN25Q411ZU8V,0989890945,Richard carpio,"[0, 0]",i bought this phone case for my cousin who just got a new iPhone. i was super excited because he loves memes and to be a troll so i thought this gift was perfect. i literally just got the package not 2 minutes ago and im already pissed off. the case itself looks cheap but seems firm enough to last so the $9.95 price didn't seem to bad but then i got charged $11.24 for shipping!! when i opened the  bubble envelope it came in i was super let down. the phone isn't even in warping or in a bag or anything!!?? it was just thrown in the bubble envelope and sealed and that's it. I've ordered phones on Amazon before and they came in the same type of envelope but they always had some warping or a plastic wrap on it to at least look a little professional. the phone case itself isn't to bad but isn't great. the way the packaged the case and showed themselves as a company is sad. they just threw it in a envelope and sent it off and changed me more the the price of the case for shipping. DONT BUY!!!! i hope SawgNation sees this. this is ridiculous and i hope to be refunded for the &#34;shipping&#34; they did &#62;:(,1.0,im just disapointed,1369872000,"05 30, 2013",Cell_Phones_and_Accessories,0.0
{'$oid': '5a1321d5741a2384e802c58b'},ABC29PBCPCXUC,1059359189,"indio-70 ""AAN""","[0, 0]","Bought this for use in a vehicle and it works! And it works fast, but I also bought a new charger that would handle 2+ amps of charging, that is one thing that is needed to charge FAST!!!",5.0,WORK WELL,1401494400,"05 31, 2014",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c58d'},A176OGYTTPW9CX,1059370514,James F. Wadford,"[0, 0]","I haven't had it very long and this past week while on vacation, it failed to work any longer. Unhappy buyer!",2.0,Did not last long,1402444800,"06 11, 2014",Cell_Phones_and_Accessories,0.0
{'$oid': '5a1321d5741a2384e802c58e'},A3USSIKIJUKGZY,1059375362,ChavezV,"[0, 0]","I ordered this product so I could stream movies from my Nexus tablet and my Nexus phone, it only works on my phone, so I am not giving it a 5 star right now.  I just got it and am still seeing if I could get it to work on my tablet.  I am happy though that it works on my phone, so thats good for me right now.",4.0,Part right.,1396051200,"03 29, 2014",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c58f'},A1XDYRZ0EPFB38,1059556936,marian,"[0, 0]",use this charger as a backup works great doesn't take long for the tablet to charge. i would recommend this charger as a backup for when your're traveling.,5.0,Good Replacement.,1400544000,"05 20, 2014",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c590'},AOTUBFCM2CGHE,1059598515,Robert,"[0, 0]",Works great. Just have to make sure the battery is charged before long use. Easy to use and battery inside will charge phone from dead with out sun light.,5.0,great for soneone on the go!!,1399420800,"05 7, 2014",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c593'},A2YQG43GT6WJ0S,1059661160,rodney spillers,"[0, 0]",That was not the charger I ordered for my tablet,1.0,One Star,1404604800,"07 6, 2014",Cell_Phones_and_Accessories,0.0
{'$oid': '5a1321d5741a2384e802c592'},A3NIWCS5MYHRKT,1059661160,asdopuiwfhepn,"[0, 0]","This is a micro usb charger.  No plug for VAIO, as I might have assumed from the title.Shipping on this item was very slow and was by USPSDon't buy one",1.0,NOT FOR VAIO TAP 11,1402704000,"06 14, 2014",Cell_Phones_and_Accessories,0.0
{'$oid': '5a1321d5741a2384e802c591'},A1ZR9ZJF3FVHWM,1059641577,Collette Lemay,"[0, 0]",It keeps showing like I'm connected to my computer and is not charging. The light comes on but its not working the way my other one did.,2.0,Doesn't Charge my GPS.,1396656000,"04 5, 2014",Cell_Phones_and_Accessories,0.0
{'$oid': '5a1321d5741a2384e802c594'},A1UXI662IXG1B8,1059661160,BrianR,"[0, 0]",The Tap-11 requires a unique 19 volt power supply and connector. This power supply will NOT work with a Tap-11,1.0,Not a TAP-11 Power Supply,1403568000,"06 24, 2014",Cell_Phones_and_Accessories,0.0
{'$oid': '5a1321d5741a2384e802c595'},A3ICJSSK175Y8T,1059766019,"Mirtha F. Godoy ""Flor""","[0, 0]",Is not compatible to charge the Tablet Sony Vaio Tap 11 - This Tablet has another AC adapter! Please try to connect to charge your sony tap 11 and tell me if you can do it! I have lost my money in this product! Very expensive and not real!!!,1.0,Wrong subject,1397088000,"04 10, 2014",Cell_Phones_and_Accessories,0.0
{'$oid': '5a1321d5741a2384e802c596'},A317ZKVA36TGET,1059777851,"Alexander M. Zoltai ""Writer with roaring flam...","[0, 0]",This product never charged up in direct sun.It did charge from the wall.It did not charge my Kindle---it ran out after charging the Kindle about 1% !!!,1.0,Don't buy this...,1397865600,"04 19, 2014",Cell_Phones_and_Accessories,0.0
{'$oid': '5a1321d5741a2384e802c598'},A31W7C6NZ2LTPR,1059824477,Chris,"[0, 0]","This is advertised for the Transformer TF300, but since that device does not even have a micro-USB port and does not have the USB host built into the device, it will never work.",1.0,Won't Work for this device,1397520000,"04 15, 2014",Cell_Phones_and_Accessories,0.0
{'$oid': '5a1321d5741a2384e802c599'},A28N09XCWRIOC7,1059949202,Sandra Ramirez-Aguilar,"[0, 0]",Does not work with Dell Venue 8 Pro at all;  the seller replaced it with another one;  and it was the same;  THEY DON'T WORK;,1.0,USB Adapter,1402876800,"06 16, 2014",Cell_Phones_and_Accessories,0.0
{'$oid': '5a1321d5741a2384e802c597'},A2AVUJSZGM4FB8,1059844591,BILL R.,"[0, 0]","This thing worked for allof two minutes TOTAL! $40 bucks wasted. This is the second cord I've purchased for viewing my phone on my television and this is the worst. Really just about had it with Amazon. I've had it with internet purchasing all together. Just cant replace old school returns and face to face sellers.UPDATE would like to add that since the 1st posting Amazon has totally taken care of me on this and I can't explain how blown away I am by that. I cannot say the same for the seller uhq tech. All emails were rude, sarcastic and completely un helpful. P.s. plugging in external power doesn't make this thing work either.",1.0,does NOT work,1396915200,"04 8, 2014",Cell_Phones_and_Accessories,0.0
{'$oid': '5a1321d5741a2384e802c59b'},AQ88YMCNXCM34,1098409183,Aaron,"[0, 0]",Has a flat base that covers the analogue stick hole so nothing can get in there. Other than that it's pretty basic plastic joystick.,5.0,Better than original,1382832000,"10 27, 2013",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c59d'},APXRJDWIB06P0,111130114X,daneliab,"[0, 0]","This hello kitty case is cute and I really do like it, but its silicone. Its not hard. That's the only thing that I didn't like. I was expecting a hard case.",4.0,Cute but not hard.,1333756800,"04 7, 2012",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c59e'},A2955CEM138IFK,1111301166,JJayy,"[0, 0]",It was very pretty when I first got it ! After about a day it two the pink bow fell off ! What a waste,2.0,Hello Kitty,1349827200,"10 10, 2012",Cell_Phones_and_Accessories,0.0
{'$oid': '5a1321d5741a2384e802c59f'},A1WUB1QNSOU82E,1111301166,ladybell,"[0, 0]","Ordered this case for my sister, who is a fanatic of Hello Kitty!!! Just what we wanted, came sooner than we thought it would. Will be ordering more being that I have more family members who are Hello Kitty fans as well....great stocking stuffers",5.0,Love it!!!,1351814400,"11 2, 2012",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c59c'},A14RUNGWQU8WX0,1059947692,"A. Fisher ""Alpha Fox""","[0, 0]",Now you can charge your Note 3 and access data at the same time! My favorite feature of this device is that I can plug in a USB storage device and access those files be it media or data. I have seen youtube videos of the device connecting to a USB hub and running a myriad of different devices. Just make sure that those devices are compatible with your Note 3. I'm not super tech savvy but I would think the possibilities are nearly endless especially for the mobile warriors. I will probably never access the full potential of the Note 3 but just being able to plug into USB devices is a handy feature to have.,5.0,Buy this cable for Samsung Galaxy Note 3,1402617600,"06 13, 2014",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c5a0'},A2Y3CB59VANJBF,111130114X,jacqueline mendez,"[0, 0]","As a HUGE Hello Kitty fan, I absolutely LOVE this case.  Just makes me love my iphone 4s even more :)",5.0,LOVE IT!,1328659200,"02 8, 2012",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c5a1'},A2IFYIRMBEPUUN,1111305218,Deb,"[0, 0]","I love my case, I think it is the the cutest thing ever.  I can always find it in my purse & I have gotten a few compliments regarding it.  Case is very durable, be careful when wearing w/jeans.  I sort of messed mine up, the color faded onto the case but it's still cute.  Delivery was very quick.  I also like the fact that they sent me a screen protector too!",5.0,Kitty Cover,1331510400,"03 12, 2012",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c5a2'},A2RQ2CFNRFMU07,1111306052,Cheyenne,"[0, 0]",This was a good item came fast was wrapped good just wish it was more durable it broke on the first drop but that's not the sellers fault,4.0,Good,1365638400,"04 11, 2013",Cell_Phones_and_Accessories,1.0
{'$oid': '5a1321d5741a2384e802c5a4'},A1HS6ZDH2T5A11,1111306052,"V. Johnston ""spekledworf""","[0, 0]","It looks sharp, but it doesn't fit too well in the area of the volume buttons, making it hard to turn down volume, especially since it really bulges out in the area.",3.0,Decent case,1353974400,"11 27, 2012",Cell_Phones_and_Accessories,0.0
{'$oid': '5a1321d5741a2384e802c5a3'},A2KHIP73240AM2,1111306052,Michael Jones,"[0, 0]","I gave it 4 stars because it is a really neat case but unfortunately it provides no protection. Get this if you like the style and if you are one of the types that go through all extremes to keep something nice and protected. I love it personally because I have a newer Camaro and this matches my car and color. I also have not seen anyone else with this cover and many people ask me about it. Beware though, kids might try to play with it like a car, and as stated, this provides pretty much no protection so be wary.I also got the case in great shape and had no problems with the shipping.",4.0,Neat Iphone case,1367020800,"04 27, 2013",Cell_Phones_and_Accessories,1.0
